timestamp,saturation_status
997000,1529
2001000,1529
3000000,1529
4003000,1533
5001000,1533
6004000,1533
7001000,1533
8007000,1533
9000000,1533
10000000,1533
11000000,1533
12003000,1533
13000000,1533
14003000,1533
15000000,1533
16001000,1533
17001000,1
18000000,1
19003000,1
20000000,1
21001000,1
22000000,1
23000000,1
24004000,1
25005000,1
26000000,1
27003000,1
28003000,1
29001000,1
30003000,1
31007000,1
32000000,1
33001000,1
34000000,1
35004000,1
36001000,1
37000000,1
38001000,1533
39003000,1533
40003000,1533
