timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
18120634,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,8,0,255,0,0,1
26130005,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,8,0,255,0,0,1
26847733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
26965684,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
27049004,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
30056591,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
30060148,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,8,0,255,0,0,1
31065931,-1.0,0.0,2.0,3.0,0.012957684,0.0006300392,666.0,183,8,0,255,0,0,1
36076549,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,8,0,255,0,0,1
36085388,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,8,0,255,0,0,1
39084903,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,8,0,255,0,0,1
39101456,0.0,0.0,2.0,9.0,12.0,3.0,666.0,183,8,0,255,0,0,1
49101480,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,8,0,255,0,0,1
49105002,4.825041060030344e-07,-9.348710591439158e-06,0.0,0.0,0.0,0.0,0.0,21,8,0,255,0,0,1
49108535,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,8,0,255,0,0,1
54123363,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,8,0,255,0,0,1
54126920,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,8,0,255,0,0,1
54623745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,8,0,255,0,0,1
