timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
509000,inf,0,1,1,1,0,0,1,1,0,1
1521000,inf,0,1,1,1,0,0,1,0,0,1
2521000,inf,0,1,1,1,0,0,1,0,0,1
3524000,inf,0,1,1,1,0,0,1,0,0,1
4532000,inf,0,1,1,1,0,0,1,0,0,1
5533000,inf,0,1,1,1,0,0,1,0,0,1
6536000,inf,0,1,1,1,0,0,1,0,0,1
7540000,inf,0,1,1,1,0,0,1,0,0,1
8544000,inf,0,1,1,1,0,0,1,0,0,1
9545000,inf,0,1,1,1,0,0,1,0,0,1
10548000,inf,0,1,1,1,0,0,1,0,0,1
11105000,inf,0,1,1,1,1,1,1,0,0,1
12116000,inf,0,1,1,1,1,1,1,0,0,1
12769000,inf,0,1,1,1,0,0,1,0,0,1
12785000,inf,0,1,1,1,1,1,1,0,0,1
13789000,inf,0,1,1,1,1,1,1,0,0,1
14796000,inf,0,1,1,1,1,1,1,0,0,1
15404000,inf,0,1,1,1,0,0,1,0,0,1
15408000,inf,0,1,1,1,1,1,1,0,0,1
15508000,inf,0,1,1,1,0,0,1,0,0,1
15544000,inf,0,1,1,1,1,1,1,0,0,1
15597000,inf,0,1,1,1,0,0,1,0,0,1
15608000,inf,0,1,1,1,1,1,1,0,0,1
16008000,inf,0,1,1,1,0,0,1,0,0,1
16057000,inf,0,1,1,1,1,1,1,0,0,1
16308000,inf,0,1,1,1,1,1,1,0,0,1
17312000,inf,0,1,1,1,1,1,1,0,0,1
17628000,inf,0,1,1,1,0,0,1,0,0,1
17656000,inf,0,1,1,1,1,1,1,0,0,1
18332000,inf,0,1,1,1,0,0,1,0,0,1
18337000,inf,0,1,1,1,1,1,1,0,0,1
19345000,inf,0,1,1,1,1,1,1,0,0,1
20349000,inf,0,1,1,1,1,1,1,0,0,1
20672000,inf,0,1,1,1,0,0,1,0,0,1
20689000,inf,0,1,1,1,1,1,1,0,0,1
21701000,inf,0,1,1,1,1,1,1,0,0,1
21888000,inf,0,1,1,1,1,1,1,0,0,1
22889000,inf,0,1,1,1,1,1,1,0,0,1
22905000,inf,0,1,1,1,0,0,1,0,0,1
23913000,inf,0,1,1,1,0,0,1,0,0,1
24917000,inf,0,1,1,1,0,0,1,0,0,1
25917000,inf,0,1,1,1,0,0,1,0,0,1
26917000,inf,0,1,1,1,0,0,1,0,0,1
27917000,inf,0,1,1,1,0,0,1,0,0,1
28877000,inf,0,1,1,1,1,0,1,0,0,1
29661000,inf,0,1,0,0,1,0,1,0,0,1
29669000,inf,0,0,0,0,1,0,1,0,0,1
30669000,inf,0,0,0,0,1,0,0,0,0,1
31677000,inf,0,0,0,0,1,0,0,0,0,1
32677000,inf,0,0,0,0,1,0,0,0,0,1
33680000,inf,0,0,0,0,1,0,0,0,0,1
34641000,inf,0,0,0,0,0,0,0,0,0,1
35644000,inf,0,0,0,0,0,0,0,0,0,1
36644000,inf,0,0,0,0,0,0,0,0,0,1
37645000,inf,0,0,0,0,0,0,0,0,0,1
38649000,inf,0,0,0,0,0,0,0,0,0,1
39652000,inf,0,0,0,0,0,0,0,0,0,1
40657000,inf,0,0,0,0,0,0,0,0,0,1
41657000,inf,0,0,0,0,0,0,0,0,0,1
42657000,inf,0,0,0,0,0,0,0,0,0,1
43664000,inf,0,0,0,0,0,0,0,0,0,1
44664000,inf,0,0,0,0,0,0,0,0,0,1
45665000,inf,0,0,0,0,0,0,0,0,0,1
46716000,inf,0,0,0,0,0,0,0,0,0,1
47716000,inf,0,0,0,0,0,0,0,0,0,1
48716000,inf,0,0,0,0,0,0,0,0,0,1
49716000,inf,0,0,0,0,0,0,0,0,0,1
50117000,inf,0,0,0,0,1,1,0,1,0,1
50517000,inf,0,0,0,0,0,0,0,1,0,1
50909000,inf,0,0,0,0,1,1,0,1,0,1
51009000,inf,0,0,0,0,0,0,0,1,0,1
51552000,inf,0,0,0,0,1,1,0,1,0,1
52017000,inf,0,0,0,0,0,0,0,0,0,1
52460000,inf,0,0,0,0,1,1,0,0,0,1
53109000,inf,0,0,0,0,0,0,0,0,0,1
53657000,inf,0,0,0,0,1,1,0,0,0,1
53809000,inf,0,0,0,0,0,0,0,0,0,1
