timestamp,speed_xy,speed_up,speed_down,want_takeoff
11660000,5.0,3.0,1.0,0
11681000,5.0,3.0,1.0,0
12669000,5.0,3.0,1.0,0
13644000,5.0,3.0,1.0,0
14668000,5.0,3.0,1.0,0
15665000,5.0,3.0,1.0,0
16656000,5.0,3.0,1.0,0
17668000,5.0,3.0,1.0,0
18673000,5.0,3.0,1.0,0
19649000,5.0,3.0,1.0,0
20657000,5.0,3.0,1.0,0
21652000,5.0,3.0,1.0,0
22645000,5.0,3.0,1.0,0
22869000,5.0,3.0,1.0,0
49572000,5.0,3.0,1.0,0
49592000,5.0,3.0,1.0,0
50564000,5.0,3.0,1.0,0
51572000,5.0,3.0,1.0,0
52564000,5.0,3.0,1.0,0
53556000,5.0,3.0,1.0,0
