timestamp,saturation_status
997000,1533
2004000,1533
3000000,1533
4001000,1533
4997000,1533
5997000,1533
6996000,1533
8000000,1533
8996000,1533
9993000,1533
11000000,1533
12000000,1533
13001000,1533
13993000,1533
14993000,1533
16008000,1533
17001000,1533
18001000,1533
19001000,1529
20001000,1533
21001000,1533
21996000,1533
22996000,1533
23996000,1533
25001000,1533
26001000,1533
27000000,1533
28004000,1533
29000000,1
30001000,1
31004000,1
32004000,1
33004000,1
34000000,1
35000000,1
35996000,1
37001000,1
38001000,1
39005000,1
40004000,1
41004000,1
42000000,1
43000000,1
43996000,1
44992000,1
46000000,1
47008000,1
48004000,1
48984000,1
50000000,1
51016000,1
51969000,1
53004000,1
54004000,1
