timestamp,main_state_changes,main_state
21000,0,0
521000,0,0
1037000,0,0
1545000,0,0
2045000,0,0
2545000,0,0
3045000,0,0
3548000,0,0
4052000,0,0
4556000,0,0
5064000,0,0
5572000,0,0
6081000,0,0
6585000,0,0
7100000,0,0
7613000,0,0
8121000,0,0
8629000,0,0
9137000,0,0
9645000,0,0
10153000,0,0
10660000,0,0
11088000,1,4
11592000,1,4
12100000,1,4
12612000,1,4
13121000,1,4
13621000,1,4
14125000,1,4
14628000,1,4
15132000,1,4
15641000,1,4
16152000,1,4
16652000,1,4
17164000,1,4
17668000,1,4
18177000,1,4
18689000,1,4
19197000,1,4
19708000,1,4
20209000,1,4
20720000,1,4
21221000,1,4
21733000,1,4
22089000,1,4
22605000,1,4
22780000,1,4
22889000,2,7
22996000,2,7
23501000,2,7
24008000,2,7
24509000,2,7
25017000,2,7
25529000,2,7
26041000,2,7
26544000,2,7
27049000,2,7
27557000,2,7
28065000,2,7
28504000,2,7
29012000,2,7
29521000,2,7
30044000,2,7
30552000,2,7
31069000,2,7
31577000,2,7
32089000,2,7
32597000,2,7
33097000,2,7
33601000,2,7
34109000,2,7
34532000,2,7
35037000,2,7
35537000,2,7
36044000,2,7
36544000,2,7
37052000,2,7
37557000,2,7
38064000,2,7
38584000,2,7
39077000,2,7
39540000,2,7
39552000,2,7
40056000,2,7
40560000,2,7
41068000,2,7
41568000,2,7
42076000,2,7
42576000,2,7
43084000,2,7
43593000,2,7
44097000,2,7
44597000,2,7
45104000,2,7
45608000,2,7
46112000,2,7
46620000,2,7
47120000,2,7
47624000,2,7
48136000,2,7
48641000,2,7
49144000,2,7
49556000,3,11
50060000,3,11
50560000,3,11
51060000,3,11
51564000,3,11
52068000,3,11
52569000,3,11
53076000,3,11
53589000,3,11
54089000,3,11
