timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
18141000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
19061000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
19176000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
19316000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
19853000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
20465000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
20493000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,0,0,0,1
21581000,-1.0,0.0,2.0,3.0,-0.035347573,-0.006799762,666.0,183,1,0,0,0,0,1
26820000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,0,0,0,1
26880000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,0,0,0,1
32073000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,0,0,0,1
32128000,0.0,0.0,2.0,5.0,0.2,0.0,666.0,183,1,0,0,0,0,1
47513000,0.0,0.0,2.0,5.0,0.0,0.0,777.0,183,1,0,0,0,0,1
47588000,40.154056549072266,116.25948333740234,0.0,0.0,0.0,0.0,49.925,21,1,0,0,0,0,1
47588000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,0,0,0,1
52944000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,0,0,0,1
