timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
232000,1310988,1310988,1310996,1311004,0,0.0018978516,0.0009487848,0.0009487848,0.0,1310988,1310988,1310996,1311004,0,6.73623e-05,3.3681074e-05,3.3681074e-05,0.0,1,1,1,0,1,1,1,0
395000,1310988,1310988,1310996,1311004,0,0.0010902894,0.0005447987,0.0005447987,0.0,1310988,1310988,1310996,1311004,0,0.0001695264,8.4763145e-05,8.4763145e-05,0.0,1,1,1,0,1,1,1,0
596000,1310988,1310988,1310996,1311004,0,0.00085725076,0.00042859672,0.00042859672,0.0,1310988,1310988,1310996,1311004,0,8.403174e-05,4.2015872e-05,4.2015872e-05,0.0,1,1,1,0,1,1,1,0
792000,1310988,1310988,1310996,1311004,0,0.0016784199,0.0008390868,0.0008390868,0.0,1310988,1310988,1310996,1311004,0,3.9424383e-05,1.9712188e-05,1.9712188e-05,0.0,1,1,1,0,1,1,1,0
992000,1310988,1310988,1310996,1311004,0,0.001488607,0.00074393116,0.00074393116,0.0,1310988,1310988,1310996,1311004,0,0.00023258437,0.00011629212,0.00011629212,0.0,1,1,1,0,1,1,1,0
1192000,1310988,1310988,1310996,1311004,0,0.00593226,0.0035643287,0.0026155335,0.0,1310988,1310988,1310996,1311004,0,0.000473642,0.00020789455,0.00027048073,0.0,1,1,1,0,1,1,1,0
1392000,1310988,1310988,1310996,1311004,0,0.0022723703,0.00050143217,0.0024404847,0.0,1310988,1310988,1310996,1311004,0,0.0002885129,0.0002331103,0.00025003805,0.0,1,1,1,0,1,1,1,0
1595000,1310988,1310988,1310996,1311004,0,0.0024458647,0.0006998505,0.0030190758,0.0,1310988,1310988,1310996,1311004,0,0.00022069247,0.00014057319,8.530603e-05,0.0,1,1,1,0,1,1,1,0
1804000,1310988,1310988,1310996,1311004,0,0.0028333683,0.002729177,0.0014876407,0.0,1310988,1310988,1310996,1311004,0,0.0002241148,0.00014306672,0.00021967992,0.0,1,1,1,0,1,1,1,0
1999000,1310988,1310988,1310996,1311004,0,0.001293802,0.0025805568,0.0022282198,0.0,1310988,1310988,1310996,1311004,0,0.00040183502,0.0004087681,0.00022640711,0.0,1,1,1,0,1,1,1,0
2195000,1310988,1310988,1310996,1311004,0,0.001413547,0.0028182715,0.0035003582,0.0,1310988,1310988,1310996,1311004,0,0.00014114598,0.00028340827,0.00021697617,0.0,1,1,1,0,1,1,1,0
2396000,1310988,1310988,1310996,1311004,0,0.0020717883,0.003944464,0.0045438786,0.0,1310988,1310988,1310996,1311004,0,0.00021120321,0.00025693706,0.0002749612,0.0,1,1,1,0,1,1,1,0
2596000,1310988,1310988,1310996,1311004,0,0.0030009614,0.0023824638,0.003202034,0.0,1310988,1310988,1310996,1311004,0,0.00020017911,0.0003318588,0.00016453846,0.0,1,1,1,0,1,1,1,0
2792000,1310988,1310988,1310996,1311004,0,0.0044297082,0.00522995,0.007766725,0.0,1310988,1310988,1310996,1311004,0,0.00018801114,0.00019983348,0.00024586133,0.0,1,1,1,0,1,1,1,0
3000000,1310988,1310988,1310996,1311004,0,0.004614086,0.0012418886,0.0040857764,0.0,1310988,1310988,1310996,1311004,0,0.0004100952,0.00035847738,0.0001533408,0.0,1,1,1,0,1,1,1,0
3192000,1310988,1310988,1310996,1311004,0,0.0061109574,0.0064415853,0.0011833302,0.0,1310988,1310988,1310996,1311004,0,0.00015373247,0.00013121375,4.7087502e-05,0.0,1,1,1,0,1,1,1,0
3392000,1310988,1310988,1310996,1311004,0,0.0056830286,0.007245393,0.0024690588,0.0,1310988,1310988,1310996,1311004,0,0.00039152728,0.00013372548,0.000508456,0.0,1,1,1,0,1,1,1,0
3604000,1310988,1310988,1310996,1311004,0,0.0019871248,0.0062173763,0.006679226,0.0,1310988,1310988,1310996,1311004,0,0.00014852933,0.0002758504,0.00040348878,0.0,1,1,1,0,1,1,1,0
3804000,1310988,1310988,1310996,1311004,0,0.0017931693,0.0010368553,0.0020578238,0.0,1310988,1310988,1310996,1311004,0,0.00023126249,8.786143e-05,0.00015415273,0.0,1,1,1,0,1,1,1,0
3999000,1310988,1310988,1310996,1311004,0,0.003997223,0.0055901483,0.0047363807,0.0,1310988,1310988,1310996,1311004,0,0.00022303198,0.00016806151,0.00010385402,0.0,1,1,1,0,1,1,1,0
4196000,1310988,1310988,1310996,1311004,0,0.0039509097,0.0027739343,0.0019355424,0.0,1310988,1310988,1310996,1311004,0,0.00018948998,0.00012697806,0.00026405812,0.0,1,1,1,0,1,1,1,0
4400000,1310988,1310988,1310996,1311004,0,0.002366225,0.0045545027,0.0063854507,0.0,1310988,1310988,1310996,1311004,0,0.00020792219,0.00029683232,0.00048002432,0.0,1,1,1,0,1,1,1,0
4600000,1310988,1310988,1310996,1311004,0,0.004636041,0.0031509104,0.0034673233,0.0,1310988,1310988,1310996,1311004,0,0.00013799581,5.9089172e-05,0.000119963726,0.0,1,1,1,0,1,1,1,0
4803000,1310988,1310988,1310996,1311004,0,0.003760277,0.0029516716,0.0065800413,0.0,1310988,1310988,1310996,1311004,0,0.00027766166,0.00030936036,0.00023469228,0.0,1,1,1,0,1,1,1,0
4996000,1310988,1310988,1310996,1311004,0,0.0021608127,0.002218056,0.0042268327,0.0,1310988,1310988,1310996,1311004,0,0.00027027266,0.00011084063,0.00019512785,0.0,1,1,1,0,1,1,1,0
