timestamp,speed_xy,speed_up,speed_down,want_takeoff
11816000,5.0,3.0,1.0,0
11832000,5.0,3.0,1.0,0
12804000,5.0,3.0,1.0,0
13804000,5.0,3.0,1.0,0
14804000,5.0,3.0,1.0,0
15800000,5.0,3.0,1.0,0
16800000,5.0,3.0,1.0,0
17788000,5.0,3.0,1.0,0
18820000,5.0,3.0,1.0,0
19804000,5.0,3.0,1.0,0
20812000,5.0,3.0,1.0,0
21808000,5.0,3.0,1.0,0
22811000,5.0,3.0,1.0,0
22828000,5.0,3.0,1.0,0
54564000,5.0,3.0,1.0,0
54576000,5.0,3.0,1.0,0
55556000,5.0,3.0,1.0,0
56564000,5.0,3.0,1.0,0
57560000,5.0,3.0,1.0,0
58548000,5.0,3.0,1.0,0
