timestamp,mag_inconsistency_angle
496000,0.0
1000000,0.0
1503000,0.0
1999000,0.0
2503000,0.0
2999000,0.0
3507000,3.4783632e-05
4007000,5.4574093e-07
4503000,7.3412316e-09
5007000,1.0942183e-10
5503000,1.6309445e-12
6003000,1.0699219e-14
6503000,7.018831e-17
7003000,5.10188e-19
7503000,2.7260723e-21
7999000,1.9815407e-23
8503000,1.5161595e-25
9003000,1.1600765e-27
9503000,7.229745e-30
10003000,4.992432e-32
10503000,3.2751027e-34
11003000,1.84208e-36
11503000,0.00013660069
11995000,1.4218482e-06
12499000,1.2054467e-08
13003000,1.390277e-10
13503000,1.0637595e-12
14003000,1.1072453e-14
14503000,9.387254e-17
15003000,9.955903e-06
15499000,9.352515e-08
15999000,6.4582895e-10
16506000,0.0006153708
16999000,4.2493834e-06
17507000,2.9343708e-08
17999000,2.1329492e-10
18506000,1.4803174e-05
19002000,1.1922661e-07
19503000,1.523629e-09
19999000,2.35725e-05
20503000,9.7042575e-05
21003000,7.815928e-07
21499000,4.597117e-06
21998000,0.00015720024
22499000,1.4767288e-06
22827000,1.7127422e-07
52793000,1.627105e-07
52800000,1.5457498e-07
