timestamp,saturation_status
992000,1533
1999000,1533
3003000,1533
4007000,1533
5007000,1533
5998000,1533
7003000,1533
8007000,1533
9003000,1533
10003000,1533
11003000,1533
12003000,1533
12999000,1533
14003000,1533
15003000,1533
16007000,1529
17007000,1533
18003000,1529
18995000,1533
20007000,1529
21003000,1533
21998000,1529
23003000,1533
23997000,1
24997000,1
26000000,1
27003000,1
27996000,1
28992000,1
30005000,1
31003000,1
31998000,1
33003000,1
33998000,1
34999000,1
36003000,1
37000000,1
37999000,1
39004000,1
40004000,1
41003000,1
42000000,1
43000000,1
44004000,1
44972000,1
45996000,1
46996000,1
48004000,1
49002000,1
50002000,1
51002000,1
51998000,1
