timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
17636000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
18633000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
18785000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
19400000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
19804000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
19836000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,0,0,0,1
20941000,-1.0,0.0,2.0,3.0,-0.06810711,-0.0044071623,666.0,183,1,0,0,0,0,1
26200000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,0,0,0,1
26344000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,0,0,0,1
31473000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,0,0,0,1
31520000,0.0,0.0,2.0,5.0,0.2,0.0,666.0,183,1,0,0,0,0,1
46983000,0.0,0.0,2.0,5.0,0.0,0.0,777.0,183,1,0,0,0,0,1
47031000,40.15414810180664,116.25941467285156,0.0,0.0,0.0,0.0,995.012,21,1,0,0,0,0,1
47068000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,0,0,0,1
52468000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,0,0,0,1
