timestamp,mag_inconsistency_angle
534000,0.0
1003000,0.0
1494000,0.0
2003000,0.0
2504000,0.0
3000000,0.0
3504000,0.0
4003000,0.0
4504000,0.0
5003000,0.0
5504000,0.0
6004000,0.0
6500000,0.0
7000000,0.0
7500000,0.0
8000000,0.0
8502000,0.0
9004000,0.0
9498000,0.0
10000000,0.0
10503000,0.0
11000000,0.0
11502000,0.0
12003000,0.0
12500000,0.0
13004000,0.0
13504000,0.0
14000000,0.0
14503000,0.0
15000000,0.0
15504000,0.0
16004000,0.0
16505000,0.0
16668000,0.0
49663000,0.0
49668000,0.0
50168000,3.3634573e-10
