timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
11044000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
16668000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
44572000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
47664000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
47724000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
47768000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
47816000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
47872000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
47924000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
47964000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48018000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48064000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48115000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48172000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48216000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48268000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48316000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48364000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48420000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48472000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48512000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48564000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48612000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48622000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48678000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48727000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48772000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48827000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48872000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48932000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
48976000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49026000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49076000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49126000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49172000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49232000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49272000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49328000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49372000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49424000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49481000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49526000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49579000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49624000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
49632000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
