timestamp,tilt_limit,takeoff_state
30164070,0.038757805,3
30177442,0.041431006,3
31030403,0.20943952,3
34100854,0.20943952,4
37099373,0.21124291,5
37109894,0.21334851,5
38093546,0.41007832,5
39096482,0.61066246,5
39982190,0.7853982,5
61998724,0.7841918,3
62009355,0.7820588,3
62995814,0.5847046,3
64000284,0.38338986,3
64873830,0.20943952,1
