timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,average_power,available_energy,remaining_capacity,design_capacity,nominal_voltage,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,average_time_to_full,over_discharge_count,connected,source,priority,id,is_powering_off,warning
30157027,11.542358,11.5102625,0.6069168,0.5646192,-1.0,4.7062845,0.39467236,1.0946612,nan,3,3.836754,3.836754,3.836754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30167034,11.488994,11.510052,0.5598358,0.56452537,-1.0,4.707841,0.39455983,1.0946805,nan,3,3.836684,3.836684,3.836684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30367028,11.456003,11.508363,0.57866824,0.56501144,-1.0,4.7392564,0.3936958,1.0948284,nan,3,3.8361208,3.8361208,3.8361208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30567031,11.525864,11.503191,0.59493256,0.566211,-1.0,4.770845,0.39088437,1.09531,nan,3,3.834397,3.834397,3.834397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30767035,11.499665,11.500766,0.56325984,0.56629246,-1.0,4.8023086,0.3895869,1.0955325,nan,3,3.8335886,3.8335886,3.8335886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30967331,11.487053,11.498653,0.568396,0.56652397,-1.0,4.8338447,0.3884544,1.0957267,nan,3,3.8328846,3.8328846,3.8328846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31167029,11.488023,11.496932,0.56668395,0.5654895,-1.0,4.8650928,0.38753173,1.095885,nan,3,3.8323107,3.8323107,3.8323107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31367038,11.493845,11.495845,0.5615479,0.5662387,-1.0,4.8966455,0.38695523,1.0959839,nan,3,3.8319483,3.8319483,3.8319483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31567029,11.495785,11.494244,0.59065247,0.56656677,-1.0,4.9281826,0.38608834,1.0961326,nan,3,3.8314145,3.8314145,3.8314145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31767034,11.467648,11.492911,0.5538437,0.5656459,-1.0,4.9595013,0.3853669,1.0962565,nan,3,3.8309705,3.8309705,3.8309705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31967093,11.487053,11.492261,0.57010806,0.5667094,-1.0,4.991096,0.3850207,1.096316,nan,3,3.8307536,3.8307536,3.8307536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32167027,11.485111,11.49124,0.5641159,0.56742215,-1.0,5.022706,0.38446566,1.0964112,nan,3,3.830413,3.830413,3.830413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32367030,11.494814,11.490707,0.5752441,0.5677581,-1.0,5.054267,0.38418004,1.0964602,nan,3,3.8302357,3.8302357,3.8302357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32567036,11.490933,11.49038,0.5615479,0.5670843,-1.0,5.0856876,0.38400695,1.09649,nan,3,3.8301268,3.8301268,3.8301268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32767036,11.486082,11.489821,0.5641159,0.56650156,-1.0,5.117071,0.3837032,1.0965421,nan,3,3.8299406,3.8299406,3.8299406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32967300,11.489963,11.489375,0.57010806,0.565896,-1.0,5.148483,0.38346097,1.0965838,nan,3,3.8297918,3.8297918,3.8297918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33167035,11.473469,11.487893,0.55897975,0.5658988,-1.0,5.1798835,0.38264224,1.0967244,nan,3,3.8292978,3.8292978,3.8292978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33367030,11.481231,11.487801,0.56325984,0.56702936,-1.0,5.2115307,0.38259456,1.0967326,nan,3,3.8292668,3.8292668,3.8292668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33567031,11.476379,11.487117,0.5324432,0.56577235,-1.0,5.242848,0.38221785,1.0967973,nan,3,3.8290389,3.8290389,3.8290389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33767034,11.490933,11.486927,0.56325984,0.5663312,-1.0,5.2743707,0.38211486,1.0968151,nan,3,3.8289757,3.8289757,3.8289757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33967029,11.475409,11.486494,0.5615479,0.5654696,-1.0,5.305701,0.38187692,1.096856,nan,3,3.8288314,3.8288314,3.8288314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34167056,11.481231,11.486122,0.57010806,0.5652033,-1.0,5.337097,0.38188264,1.096855,nan,3,3.8287075,3.8287075,3.8287075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34367035,11.458915,11.483618,0.5495636,0.56474304,-1.0,5.368426,0.38238475,1.0967687,nan,3,3.8278725,3.8278725,3.8278725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34567029,11.456003,11.478887,0.55812377,0.56463027,-1.0,5.399784,0.38374898,1.0965344,nan,3,3.8262956,3.8262956,3.8262956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34767058,11.424955,11.470815,0.5872284,0.565911,-1.0,5.4313807,0.3855271,1.096229,nan,3,3.8236048,3.8236048,3.8236048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34967051,11.380322,11.456355,0.59750056,0.56665623,-1.0,5.462937,0.38619706,1.0961139,nan,3,3.818785,3.818785,3.818785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35167033,11.331809,11.436123,0.5649719,0.56576633,-1.0,5.494264,0.38608262,1.0961336,nan,3,3.812041,3.812041,3.812041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35367034,11.26486,11.411276,0.5923645,0.56661195,-1.0,5.5258093,0.38598725,1.0961499,nan,3,3.8037586,3.8037586,3.8037586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35567034,11.18821,11.378063,0.5529877,0.5660816,-1.0,5.5571895,0.38392732,1.0965036,nan,3,3.7926877,3.7926877,3.7926877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35767032,11.118349,11.337915,0.568396,0.565453,-1.0,5.588507,0.3791761,1.0973203,nan,3,3.7793052,3.7793052,3.7793052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35967037,11.0873,11.292907,0.569252,0.5653679,-1.0,5.6199107,0.37149522,1.0986432,nan,3,3.7643023,3.7643023,3.7643023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36167035,11.083419,11.255775,0.56582797,0.56513524,-1.0,5.651271,0.36520097,1.0997297,nan,3,3.7519252,3.7519252,3.7519252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36367030,11.039757,11.222564,0.57182,0.56470585,-1.0,5.682587,0.35869023,1.1008557,nan,3,3.7408545,3.7408545,3.7408545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36567033,11.058191,11.192779,0.568396,0.5659353,-1.0,5.714172,0.35245034,1.1019369,nan,3,3.7309263,3.7309263,3.7309263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36767030,11.035876,11.167149,0.57182,0.5664959,-1.0,5.74571,0.34697768,1.1028872,nan,3,3.7223828,3.7223828,3.7223828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36967081,11.022292,11.142893,0.56582797,0.5658864,-1.0,5.7770743,0.3408136,1.1039593,nan,3,3.7142975,3.7142975,3.7142975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37157030,10.998035,11.123752,0.57010806,0.5670066,-1.0,5.807126,0.33605143,1.104789,nan,3,3.7079172,3.7079172,3.7079172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37367031,11.0416975,11.104264,0.57182,0.56650215,-1.0,5.8401175,0.33053347,1.105752,nan,3,3.7014215,3.7014215,3.7014215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37567042,11.018412,11.088889,0.57182,0.5661863,-1.0,5.871533,0.32595488,1.1065524,nan,3,3.6962965,3.6962965,3.6962965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37767028,11.010649,11.077061,0.56582797,0.5662808,-1.0,5.9030094,0.3225431,1.1071495,nan,3,3.6923535,3.6923535,3.6923535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37967031,11.0271435,11.066172,0.55041957,0.5655666,-1.0,5.9343376,0.31901547,1.1077675,nan,3,3.6887238,3.6887238,3.6887238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38167029,11.008709,11.055897,0.5820923,0.56636536,-1.0,5.9658847,0.31535098,1.1084102,nan,3,3.685299,3.685299,3.685299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38367033,10.984452,11.046929,0.55641174,0.5667809,-1.0,5.9974103,0.3119063,1.1090151,nan,3,3.6823099,3.6823099,3.6823099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38567032,11.029083,11.039828,0.5752441,0.56775355,-1.0,6.0290456,0.30920932,1.1094892,nan,3,3.6799428,3.6799428,3.6799428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38767027,11.0271435,11.033764,0.55469966,0.56791,-1.0,6.0606213,0.30699822,1.1098782,nan,3,3.6779213,3.6779213,3.6779213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38967110,10.964076,11.027548,0.5752441,0.56793517,-1.0,6.0921745,0.30453154,1.1103125,nan,3,3.6758492,3.6758492,3.6758492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39167030,11.093122,11.025661,0.56582797,0.56796426,-1.0,6.123721,0.30330417,1.1105286,nan,3,3.6752205,3.6752205,3.6752205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39367042,11.024232,11.02671,0.5649719,0.5666996,-1.0,6.1550727,0.30266377,1.1106415,nan,3,3.6755698,3.6755698,3.6755698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
