timestamp,speed_xy,speed_up,speed_down,want_takeoff
11295000,5.0,3.0,1.0,0
11323000,5.0,3.0,1.0,0
12320000,5.0,3.0,1.0,0
13316000,5.0,3.0,1.0,0
14320000,5.0,3.0,1.0,0
15303000,5.0,3.0,1.0,0
16320000,5.0,3.0,1.0,0
17320000,5.0,3.0,1.0,0
18315000,5.0,3.0,1.0,0
19236000,5.0,3.0,1.0,0
40948000,5.0,3.0,1.0,0
40963000,5.0,3.0,1.0,0
41936000,5.0,3.0,1.0,0
42940000,5.0,3.0,1.0,0
43935000,5.0,3.0,1.0,0
44936000,5.0,3.0,1.0,0
45943000,5.0,3.0,1.0,0
46943000,5.0,3.0,1.0,0
47940000,5.0,3.0,1.0,0
48936000,5.0,3.0,1.0,0
