timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
2000000,138.35449,89.607834,0,102,9479,1024000,0,3,255
3000000,186.46875,73.29746,0,188,9079,1024000,0,3,255
4000000,238.8877,67.406235,0,276,5972,1024000,0,3,255
5000000,282.45996,62.161083,0,373,9436,1024000,0,3,255
6000000,335.03613,60.4322,0,470,6014,1024000,0,3,255
7000000,384.3125,58.727463,0,568,8004,1024000,0,3,255
8000000,436.6875,57.885403,0,673,6652,1024000,0,3,255
9001000,488.2207,57.13525,0,773,8870,1024000,0,3,255
10004000,543.5371,56.9268,0,866,7471,1024000,0,3,255
11004000,606.8408,57.531364,0,952,221,1024000,0,3,255
12004000,668.5947,57.89702,0,1041,338,1024000,0,3,255
13005000,728.7461,58.07205,0,1127,337,1024000,0,3,255
14005000,788.251,58.1778,0,1230,337,1024000,0,3,255
15005000,850.0742,58.428364,0,1319,296,1024000,0,3,255
16008000,911.83496,58.631363,0,1401,448,1024000,0,3,255
17012000,973.2129,58.783092,0,1495,221,1024000,0,3,255
18012000,1031.8809,58.776535,0,1586,558,1024000,0,3,255
19012000,1088.377,58.65364,0,1682,678,1024000,0,3,255
20012000,1152.4287,58.929672,0,1777,443,1024000,0,3,255
21016000,1216.6855,59.177315,0,1855,540,1024000,0,3,255
22017000,1280.6729,59.39766,0,1920,789,1024000,0,3,255
23020000,1342.8447,59.512703,0,2019,943,1024000,0,3,255
24021000,1403.8047,59.571598,0,2104,828,1024000,0,3,255
25025000,1461.959,59.504215,0,2196,1139,1024000,0,3,255
26028000,1522.1758,59.525097,0,2292,1360,1024000,0,3,255
27032000,1584.917,59.637154,0,2379,1438,1024000,0,3,255
28033000,1646.8623,59.71869,0,2477,1492,1024000,0,3,255
29033000,1708.3369,59.780136,0,2550,1571,1024000,0,3,255
30036000,1770.5088,59.85493,0,2637,1970,1024000,0,3,255
31036000,1831.8262,59.902752,0,2726,2099,1024000,0,3,255
32036000,1891.333,59.890217,0,2825,2057,1024000,0,3,255
33036000,1952.2627,59.92212,0,2908,2276,1024000,0,3,255
34036000,2012.5596,59.93328,0,3005,1865,1024000,0,3,255
35036000,2072.0771,59.92126,0,3096,2007,1024000,0,3,255
36036000,2130.6572,59.883568,0,3196,1815,1024000,0,3,255
37036000,2190.4883,59.88213,0,3280,2262,1024000,0,3,255
38037000,2250.086,59.872963,0,3360,2622,1024000,0,3,255
39037000,2310.0283,59.874763,0,3445,2287,1024000,0,3,255
40041000,2369.2197,59.851456,0,3537,2147,1024000,0,3,255
41044000,2428.1396,59.82408,0,3609,2308,1024000,0,3,255
42044000,2486.962,59.799988,0,3685,2233,1024000,0,3,255
43045000,2545.1064,59.759712,0,3770,2505,1024000,0,3,255
44048000,2603.6514,59.727734,0,3841,2484,1024000,0,3,255
45049000,2663.5625,59.730507,0,3924,2459,1024000,0,3,255
46052000,2723.293,59.726574,0,3995,2802,1024000,0,3,255
47052000,2782.9238,59.72452,0,4078,3563,1024000,0,3,255
48052000,2844.1777,59.756653,0,4152,2778,1024000,0,3,255
49052000,2903.1885,59.741306,0,4225,2866,1024000,0,3,255
50052000,2962.0977,59.72453,0,4304,2562,1024000,0,3,255
