timestamp,main_state_changes,main_state
52000,0,0
552000,0,0
1060000,0,0
1524000,0,0
2024000,0,0
2532000,0,0
3036000,0,0
3540000,0,0
4045000,0,0
4256000,0,0
4757000,0,0
5272000,0,0
5776000,0,0
6280000,0,0
6792000,0,0
7296000,0,0
7800000,0,0
8308000,0,0
8816000,0,0
9324000,0,0
9832000,0,0
10340000,0,0
10840000,0,0
11041000,1,4
11553000,1,4
12056000,1,4
12560000,1,4
13072000,1,4
13572000,1,4
14076000,1,4
14580000,1,4
15088000,1,4
15212000,1,4
15712000,1,4
15848000,1,4
16177000,1,4
16352000,2,7
16504000,2,7
17005000,2,7
17016000,2,7
17040000,2,7
17065000,2,7
17572000,2,7
18080000,2,7
18289000,2,7
18792000,2,7
19300000,2,7
19808000,2,7
20312000,2,7
20816000,2,7
21320000,2,7
21828000,2,7
22332000,2,7
22840000,2,7
23353000,2,7
23517000,2,7
23532000,2,7
24040000,2,7
24548000,2,7
25052000,2,7
25556000,2,7
26060000,2,7
26565000,2,7
27072000,2,7
27581000,2,7
28081000,2,7
28552000,2,7
28624000,2,7
28760000,2,7
29260000,2,7
29764000,2,7
30268000,2,7
30772000,2,7
31280000,2,7
31780000,2,7
32280000,2,7
32788000,2,7
33292000,2,7
33792000,2,7
34292000,2,7
34800000,2,7
35308000,2,7
35816000,2,7
36320000,2,7
36825000,2,7
37328000,2,7
37836000,2,7
38344000,2,7
38852000,2,7
39360000,2,7
39872000,2,7
40384000,2,7
40885000,2,7
41388000,2,7
41888000,2,7
42392000,2,7
42896000,2,7
43408000,2,7
43908000,2,7
44124000,2,7
44280000,3,11
44340000,3,11
44853000,3,11
45360000,3,11
45872000,3,11
46380000,3,11
46888000,3,11
47392000,3,11
47892000,3,11
48392000,3,11
48900000,3,11
49400000,3,11
49668000,3,11
50172000,3,11
