timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
11080000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
16420000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
37561000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
40449000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40493000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40553000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40597000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40604000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40661000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40708000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40761000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40804000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40861000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40905000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
40961000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41009000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41056000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41113000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41161000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41212000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41261000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41305000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41361000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41412000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41460000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41509000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41560000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41613000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41660000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41705000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41764000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41809000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41861000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41912000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
41961000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42013000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42061000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42108000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42116000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42172000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42225000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42273000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42320000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42376000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
42424000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
