timestamp,main_state_changes,main_state
20000,0,0
524000,0,0
1032000,0,0
1532000,0,0
2032000,0,0
2540000,0,0
2984000,0,0
3484000,0,0
3984000,0,0
4488000,0,0
4996000,0,0
5500000,0,0
6004000,0,0
6509000,0,0
7021000,0,0
7533000,0,0
8040000,0,0
8544000,0,0
9044000,0,0
9549000,0,0
10052000,0,0
10556000,0,0
11064000,1,4
11564000,1,4
12068000,1,4
12568000,1,4
13068000,1,4
13576000,1,4
14080000,1,4
14580000,1,4
15092000,1,4
15592000,1,4
16104000,1,4
16612000,1,4
17120000,1,4
17628000,1,4
18133000,1,4
18637000,1,4
19141000,1,4
19641000,1,4
20153000,1,4
20661000,1,4
21164000,1,4
21668000,1,4
22052000,1,4
22560000,1,4
22588000,1,4
22804000,1,4
22900000,2,7
23000000,2,7
23507000,2,7
24007000,2,7
24511000,2,7
25011000,2,7
25511000,2,7
26011000,2,7
26519000,2,7
27026000,2,7
27532000,2,7
28032000,2,7
28533000,2,7
28585000,2,7
28598000,2,7
29103000,2,7
29603000,2,7
29615000,2,7
30119000,2,7
30627000,2,7
31135000,2,7
31639000,2,7
32151000,2,7
32652000,2,7
33163000,2,7
33667000,2,7
34175000,2,7
34623000,2,7
34635000,2,7
35145000,2,7
35645000,2,7
36149000,2,7
36661000,2,7
37169000,2,7
37641000,2,7
37653000,2,7
38165000,2,7
38673000,2,7
39177000,2,7
39680000,2,7
40180000,2,7
40692000,2,7
41193000,2,7
41701000,2,7
42205000,2,7
42713000,2,7
43221000,2,7
43721000,2,7
44224000,2,7
44732000,2,7
45241000,2,7
45745000,2,7
46253000,2,7
46757000,2,7
47261000,2,7
47673000,2,7
47685000,3,11
48194000,3,11
48698000,3,11
49206000,3,11
49706000,3,11
50214000,3,11
50714000,3,11
51215000,3,11
51718000,3,11
52227000,3,11
52710000,3,11
