timestamp,accel_device_id,gyro_device_id
36000,1310988,1310988
584000,1310988,1310988
8956000,1310996,1310996
9488000,1310988,1310988
12072000,1310996,1310996
13277000,1310988,1310988
13284000,1310988,1310988
13576000,1311004,1311004
14893000,1310996,1310996
14893000,1311004,1311004
17304000,1310988,1310988
19628000,1310996,1310996
20244000,1310988,1310988
23191000,1310996,1310996
27079000,1311004,1311004
27163000,1310988,1310988
27179000,1311004,1311004
28198000,1310988,1310988
28397000,1310996,1310996
28521000,1311004,1311004
35221000,1310996,1310996
35708000,1310996,1310996
36233000,1311004,1311004
36725000,1310996,1310996
37716000,1311004,1311004
37716000,1311004,1311004
39597000,1310996,1310996
39865000,1310988,1310988
41089000,1310988,1310988
44845000,1310996,1310996
45857000,1311004,1311004
47739000,1310988,1310988
