timestamp,load,ram_usage
37008000,0.0,0.7333865
37508000,0.0,0.7333735
38008000,0.0,0.73336583
38509000,0.0,0.73338604
39008000,0.0,0.73335606
39508000,0.0,0.7334642
40008000,0.0,0.73344666
40508000,0.0,0.7334482
41012000,0.0,0.733437
41508000,0.0,0.7334326
42008000,0.0,0.7334157
42508000,0.0,0.7333507
43008000,0.0,0.73358184
43508000,0.0,0.73359907
44008000,0.0,0.7335139
44508000,0.0,0.7335277
45008000,0.0,0.7336273
45508000,0.0,0.733616
46008000,0.0,0.73351747
46509000,0.0,0.7335165
47009000,0.0,0.7334441
47508000,0.0,0.7334356
48008000,0.02,0.734078
48508000,0.04,0.73399377
