timestamp,rtl_time_s,rtl_limit_fraction
11037000,0.0,0.0
12037000,0.105823666,0.000117581854
13048000,0.15213712,0.00016904126
14072000,0.22689591,0.00025210658
15120000,0.014353443,1.594827e-05
16129000,0.06344367,7.049297e-05
17132000,0.008261341,9.179267e-06
18165000,0.046479438,5.1643823e-05
19209000,0.5179849,0.00057553884
20225000,0.7436063,0.0008262293
21229000,0.857393,0.000952659
22237000,0.84042674,0.0009338075
23264000,0.81821686,0.0009091299
24273000,0.79376686,0.00088196323
25296000,0.79803336,0.0008867038
26309000,0.8318907,0.00092432305
27314000,0.8552284,0.00095025386
28321000,0.8837004,0.0009818893
29324000,0.96692866,0.0010743652
30349000,0.9357876,0.0010397641
31389000,0.9025903,0.0010028782
32400000,0.9561257,0.0010623619
33425000,0.93979055,0.0010442118
34440000,0.9640247,0.0010711387
35453000,0.94535214,0.0010503914
36489000,0.9097296,0.0010108107
37489000,0.39839554,0.00044266172
38512000,0.1761744,0.00019574935
39525000,0.2034228,0.00022602534
40533000,0.140597,0.0001562189
41552000,0.11888668,0.0001320963
