timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
23940000,23940000,0.5320547,0.00012245488,0.015963122,3.1925795,8.868526e-06,3.13818,0
23952000,23952000,0.53204644,0.00012085928,0.011705317,3.179659,4.7878802e-06,3.119731,0
24049000,24049000,0.5320022,0.000106545594,0.012875438,3.02426,6.0906323e-06,2.9744053,0
24144000,24144000,0.5319227,9.5813266e-05,0.021816194,2.8884225,1.8308583e-05,2.8384898,0
24248000,24248000,0.5317149,8.477892e-05,0.0450681,2.7380798,8.2423285e-05,2.6966007,0
24340000,24340000,0.5314417,7.711858e-05,0.05323969,2.6139529,0.00012048438,2.5769262,0
24444000,24444000,0.5311853,6.978211e-05,0.038749523,2.4867241,6.709074e-05,2.4479675,0
24552000,24552000,0.5310194,6.28798e-05,0.01249118,2.3563051,7.3575443e-06,2.320827,0
24644000,24644000,0.5309916,5.7979163e-05,-0.007256491,2.250824,2.599377e-06,2.2177837,0
24740000,24740000,0.53112614,5.362275e-05,-0.040665735,2.1420274,8.578073e-05,2.115308,0
24844000,24844000,0.5313053,4.888612e-05,-0.025384312,2.034283,3.5194676e-05,2.00954,0
24940000,24940000,0.53137743,4.507677e-05,-0.0033875713,1.939574,6.573975e-07,1.9164476,0
25049000,25049000,0.53134274,4.133658e-05,0.018546462,1.8382367,2.0791134e-05,1.815858,0
25140000,25140000,0.53142756,3.8552997e-05,-0.06544536,1.7567356,0.0002708999,1.736144,1
25240000,25240000,0.5308865,3.5710873e-05,0.15947121,1.672016,0.0016899804,1.6529171,1
25340000,25340000,0.5304551,3.3169803e-05,0.07455942,1.5911976,0.0003881847,1.5733536,1
25451000,25451000,0.5302869,3.06586e-05,0.018523775,1.5080386,2.5281568e-05,1.4892352,1
25551000,25551000,0.53025043,2.8598517e-05,-0.0078096185,1.4349461,4.722604e-06,1.4173288,1
25654000,25654000,0.5303006,2.709351e-05,-0.034078088,1.3676784,9.434609e-05,1.3470509,1
25736000,25736000,0.5304279,2.5845693e-05,-0.05406332,1.30765,0.00024835413,1.2937137,1
25844000,25844000,0.5306314,2.4505107e-05,-0.07196398,1.2399985,0.00046405205,1.2268139,1
25944000,25944000,0.5309351,2.2644901e-05,-0.07317495,1.1800873,0.0005041599,1.167814,1
26044000,26044000,0.5312131,2.1245374e-05,-0.08446562,1.1232306,0.0007057462,1.1116896,1
26148000,26148000,0.5316008,1.959183e-05,-0.088924006,1.0669043,0.00082351227,1.0561516,1
26248000,26248000,0.53191704,1.832446e-05,-0.077008784,1.015487,0.000648879,1.0053266,1
26352000,26352000,0.53212655,1.7173987e-05,-0.036614716,1.0058304,0.00014809625,1.0,1
26451000,26451000,0.5321768,1.624168e-05,0.0038848473,1.0055529,1.6676329e-06,1.0,1
26548000,26548000,0.5321285,1.5484016e-05,0.033245824,1.0053192,0.00012215962,1.0,1
26648000,26648000,0.53203434,1.4802322e-05,-0.007946998,1.0050371,6.982028e-06,1.0,1
26740000,26740000,0.5320529,1.4036731e-05,0.0016434041,1.004793,2.9865487e-07,1.0,1
26840000,26840000,0.5320153,1.3410113e-05,0.016135065,1.0045806,2.8794804e-05,1.0,1
26944000,26944000,0.53196466,1.2840276e-05,0.020990407,1.0043781,4.8741847e-05,1.0,1
27044000,27044000,0.53192824,1.2317686e-05,0.00726273,1.0041895,5.836354e-06,1.0,1
27152000,27152000,0.53192973,1.1790889e-05,-0.008593908,1.0040102,8.1733615e-06,1.0,1
27244000,27244000,0.5319419,1.1393467e-05,0.0010049343,1.0038818,1.1177643e-07,1.0,1
27340000,27340000,0.5319238,1.0981012e-05,0.013516925,1.0037419,2.0225127e-05,1.0,1
27440000,27440000,0.5319082,1.0599412e-05,0.008033514,1.0036086,7.145033e-06,1.0,1
27540000,27540000,0.53189963,1.0244403e-05,0.0057215393,1.0034884,3.62469e-06,1.0,1
27640000,27640000,0.5318908,9.913259e-06,0.0075947787,1.0033798,6.3873745e-06,1.0,1
27740000,27740000,0.5318793,9.6030535e-06,0.009217768,1.0032758,9.40998e-06,1.0,1
27844000,27844000,0.5318598,9.313447e-06,0.0066693127,1.0031747,4.9265523e-06,1.0,1
27940000,27940000,0.53184736,9.039884e-06,0.007825643,1.0030768,6.783649e-06,1.0,1
28048000,28048000,0.53183645,8.786999e-06,0.00072597153,1.0029842,5.838518e-08,1.0,1
28144000,28144000,0.5318442,8.545287e-06,-0.008079331,1.0028987,7.2318808e-06,1.0,1
28247000,28247000,0.53186154,8.3190325e-06,-0.016540248,1.0028216,3.0312225e-05,1.0,1
28352000,28352000,0.53187764,8.082305e-06,0.0010678414,1.0027425,1.2635185e-07,1.0,1
28440000,28440000,0.531885,7.899326e-06,-0.008002913,1.0026817,7.097257e-06,1.0,1
28544000,28544000,0.53189015,7.707665e-06,-0.004774777,1.0026164,2.5265558e-06,1.0,1
28652000,28652000,0.5318965,7.507002e-06,-0.0051984973,1.0025448,2.9950866e-06,1.0,1
28740000,28740000,0.5319052,7.3506567e-06,-0.010290612,1.0024897,1.1737076e-05,1.0,1
28844000,28844000,0.53191566,7.1867244e-06,-0.0060012825,1.0024327,3.9919987e-06,1.0,1
28952000,28952000,0.53192776,7.0137194e-06,-0.013601575,1.0023745,2.0507177e-05,1.0,1
29052000,29052000,0.5319411,6.864331e-06,-0.010011774,1.0023279,1.1111423e-05,1.0,1
29151000,29151000,0.53194344,6.721603e-06,0.005000919,1.0022839,2.772467e-06,1.0,1
29252000,29252000,0.5319361,6.5850045e-06,0.008622825,1.0022415,8.242981e-06,1.0,1
29344000,29344000,0.5319221,6.4672386e-06,0.011482476,1.0022038,1.4617482e-05,1.0,1
29440000,29440000,0.5319032,6.3400207e-06,0.014711579,1.0021623,2.3995954e-05,1.0,1
29540000,29540000,0.53187716,6.219259e-06,0.021341145,1.0021209,5.049784e-05,1.0,1
29652000,29652000,0.531852,6.093162e-06,0.017528726,1.0020767,3.4068828e-05,1.0,1
29752000,29752000,0.5318337,5.9831073e-06,0.014330364,1.0020362,2.2771337e-05,1.0,1
29840000,29840000,0.53182226,5.8870464e-06,0.010603024,1.0019999,1.2466637e-05,1.0,1
29940000,29940000,0.5318198,5.7853213e-06,-0.007086305,1.0019635,5.56859e-06,1.0,1
30044000,30044000,0.5318288,5.6882227e-06,-0.008813113,1.0019325,8.613461e-06,1.0,1
30152000,30152000,0.5318304,5.5838736e-06,8.031726e-05,1.0019001,7.154032e-10,1.0,1
30244000,30244000,0.53182715,5.502514e-06,0.00021106005,1.0018753,4.9403295e-09,1.0,1
30344000,30344000,0.5318161,5.414706e-06,0.014234751,1.0018482,2.2472703e-05,1.0,1
30440000,30440000,0.5317987,5.328751e-06,0.018698063,1.0018213,3.8775772e-05,1.0,1
