timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5000000,0.0,0.0,0.0,1
5105000,0.0,0.0,0.0,1
5923000,0.0,0.0,0.0,1
6928000,0.0,0.0,0.0,1
7935000,0.0,0.0,0.0,1
8936000,0.0,0.0,0.0,1
9948000,0.0,0.0,0.0,1
10963000,0.0,0.0,0.0,1
11960000,0.0,0.0,0.0,1
12970000,0.0,0.0,0.0,1
13967000,0.0,0.0,0.0,1
14978000,0.0,0.0,0.0,1
15995000,0.0,0.0,0.0,1
16999000,0.0,0.0,0.0,1
17910000,0.0,0.0,0.0,1
18920000,0.0,0.0,0.0,1
19928000,0.0,0.0,0.0,1
20946000,0.0,0.0,0.0,1
21948000,0.0,0.0,0.0,1
22656000,0.0,0.0,0.0,1
51178000,0.0,0.0,0.0,1
51282000,0.0,0.0,0.0,1
52086000,0.0,0.0,0.0,1
53092000,0.0,0.0,0.0,1
