timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
4995000,0.0,0.0,0.0,1
5103000,0.0,0.0,0.0,1
5903000,0.0,0.0,0.0,1
6915000,0.0,0.0,0.0,1
7939000,0.0,0.0,0.0,1
8959000,0.0,0.0,0.0,1
9967000,0.0,0.0,0.0,1
10979000,0.0,0.0,0.0,1
11911000,0.0,0.0,0.0,1
12911000,0.0,0.0,0.0,1
13927000,0.0,0.0,0.0,1
14963000,0.0,0.0,0.0,1
15967000,0.0,0.0,0.0,1
16983000,0.0,0.0,0.0,1
17979000,0.0,0.0,0.0,1
18894000,0.0,0.0,0.0,1
19895000,0.0,0.0,0.0,1
20907000,0.0,0.0,0.0,1
21911000,0.0,0.0,0.0,1
22955000,0.0,0.0,0.0,1
23929000,0.0,0.0,0.0,1
24633000,0.0,0.0,0.0,1
52185000,0.0,0.0,0.0,1
52285000,0.0,0.0,0.0,1
