timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
500000,-80,32767,32767,32767,32767,32767
504000,-40,32767,32767,32767,32767,32767
508000,-40,32767,32767,32767,32767,32767
512000,-40,32767,32767,32767,-40,32767
516000,-40,32767,32767,32767,32767,32767
519000,-30,32767,32767,32767,32767,32767
523000,-40,32767,32767,32767,32767,32767
532000,-90,32767,32767,32767,0,32767
536000,-40,32767,32767,32767,32767,32767
540000,-40,32767,32767,0,32767,32767
547000,-70,32767,32767,32767,32767,32767
551000,-40,32767,32767,32767,32767,32767
559000,-80,32767,32767,32767,32767,32767
564000,-50,32767,32767,32767,-50,32767
567000,-30,32767,32767,32767,32767,32767
573000,-60,32767,32767,32767,32767,32767
579000,-60,32767,32767,32767,32767,32767
583000,-40,32767,32767,32767,-40,32767
587000,-40,32767,32767,32767,32767,32767
591000,-40,32767,32767,32767,32767,32767
595000,-40,32767,32767,-40,32767,32767
603000,-80,32767,32767,32767,0,32767
608000,-50,32767,32767,32767,32767,32767
611000,-30,32767,32767,32767,32767,32767
615000,-40,32767,32767,32767,32767,32767
619000,-40,32767,32767,32767,32767,32767
623000,-40,32767,32767,32767,0,32767
627000,-40,32767,32767,32767,32767,32767
631000,-40,32767,32767,32767,32767,32767
641000,-100,32767,32767,0,32767,32767
648000,-70,32767,32767,32767,32767,32767
652000,-40,32767,32767,32767,-40,32767
659000,-70,32767,32767,32767,32767,32767
663000,-40,32767,32767,32767,32767,32767
667000,-40,32767,32767,32767,32767,32767
672000,-50,32767,32767,32767,32767,32767
675000,-30,32767,32767,32767,-30,32767
678000,-30,32767,32767,32767,32767,32767
683000,-50,32767,32767,32767,32767,32767
687000,-40,32767,32767,32767,32767,32767
691000,-40,32767,32767,32767,32767,32767
700000,-90,32767,32767,-90,32767,32767
707000,-70,32767,32767,32767,-70,32767
711000,-40,32767,32767,32767,32767,32767
715000,-40,32767,32767,32767,32767,32767
719000,-40,32767,32767,32767,32767,32767
724000,-50,32767,32767,32767,0,32767
731000,-70,32767,32767,32767,32767,32767
735000,-40,32767,32767,32767,32767,32767
743000,-80,32767,32767,32767,32767,32767
747000,-40,32767,32767,-40,0,32767
751000,-40,32767,32767,32767,32767,32767
755000,-40,32767,32767,32767,32767,32767
759000,-40,32767,32767,32767,32767,32767
767000,-80,32767,32767,32767,32767,32767
771000,-40,32767,32767,32767,-40,32767
776000,-50,32767,32767,32767,32767,32767
779000,-30,32767,32767,32767,32767,32767
787000,-80,32767,32767,32767,32767,32767
791000,-40,32767,32767,32767,-40,32767
795000,-40,32767,32767,32767,32767,32767
799000,-40,32767,32767,-40,32767,32767
803000,-40,32767,32767,32767,32767,32767
807000,-40,32767,32767,32767,32767,32767
812000,-50,32767,32767,32767,-50,32767
819000,-70,32767,32767,32767,32767,32767
827000,-80,32767,32767,32767,32767,32767
836000,-90,32767,32767,32767,-90,32767
840000,-40,32767,32767,32767,32767,32767
845000,-50,32767,32767,32767,32767,32767
851000,-60,32767,32767,-60,32767,32767
856000,-50,32767,32767,32767,-50,32767
860000,-40,32767,32767,32767,32767,32767
863000,-30,32767,32767,32767,32767,32767
872000,-90,32767,32767,32767,32767,32767
876000,-40,32767,32767,32767,-40,32767
880000,-40,32767,32767,32767,32767,32767
884000,-40,32767,32767,32767,32767,32767
891000,-70,32767,32767,32767,32767,32767
895000,-40,32767,32767,32767,32767,32767
902000,-70,32767,32767,-70,-70,32767
907000,-50,32767,32767,32767,32767,32767
910000,-30,32767,32767,32767,32767,32767
915000,-50,32767,32767,32767,0,32767
919000,-40,32767,32767,32767,32767,32767
924000,-50,32767,32767,32767,32767,32767
927000,-30,32767,32767,32767,32767,32767
931000,-40,32767,32767,32767,32767,32767
936000,-50,32767,32767,32767,32767,32767
940000,-40,32767,32767,32767,-40,32767
945000,-50,32767,32767,32767,32767,32767
950000,-50,32767,32767,-50,32767,32767
955000,-50,32767,32767,32767,32767,32767
959000,-40,32767,32767,32767,32767,32767
964000,-50,32767,32767,32767,-50,32767
967000,-30,32767,32767,32767,32767,32767
971000,-40,32767,32767,32767,32767,32767
976000,-50,32767,32767,32767,32767,32767
980000,-40,32767,32767,32767,0,32767
984000,-40,32767,32767,32767,32767,32767
988000,-40,32767,32767,32767,32767,32767
992000,-40,32767,32767,32767,32767,32767
993000,-10,32767,32767,32767,32767,32767
1000000,-70,32767,32767,32767,0,32767
1003000,-30,32767,32767,-30,32767,32767
1007000,-40,32767,32767,32767,32767,32767
1016000,-90,32767,32767,32767,32767,32767
1019000,-30,32767,32767,32767,32767,32767
1023000,-40,32767,32767,32767,0,32767
1028000,-50,32767,32767,32767,32767,32767
1032000,-40,32767,32767,32767,32767,32767
1040000,-80,32767,32767,32767,32767,32767
1047000,-70,32767,32767,32767,0,32767
1051000,-40,32767,32767,32767,32767,32767
1056000,32767,32767,32767,-50,32767,32767
1060000,-40,32767,32767,32767,32767,32767
1063000,-30,32767,32767,32767,32767,32767
1067000,-40,32767,32767,32767,0,32767
1071000,-40,32767,32767,32767,32767,32767
1075000,-40,32767,32767,32767,32767,32767
1079000,32767,32767,32767,32767,32767,32767
1084000,-50,32767,32767,32767,32767,32767
1088000,-40,32767,32767,32767,0,32767
1096000,-80,32767,32767,32767,32767,32767
1100000,0,32767,32767,32767,32767,32767
1104000,32767,32767,32767,0,32767,32767
1108000,-40,32767,32767,32767,32767,32767
1115000,-70,32767,32767,32767,-70,32767
1119000,-40,32767,32767,32767,32767,32767
1122000,-30,32767,32767,32767,32767,32767
1127000,32767,32767,32767,32767,32767,32767
1131000,-40,32767,32767,32767,32767,32767
1135000,-40,32767,32767,32767,-40,32767
1139000,0,32767,32767,32767,32767,32767
1148000,32767,32767,32767,32767,32767,32767
1152000,-40,32767,32767,32767,32767,32767
1156000,-40,32767,32767,0,-40,32767
