timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1001000,1001000,6620428,0,1007.2593,24.675455
2000000,2000000,6620428,0,1007.27277,24.675455
3000000,3000000,6620428,0,1007.2561,24.675455
4000000,4000000,6620428,0,1007.2724,24.675455
5000000,5000000,6620428,0,1007.2731,24.675455
6000000,6000000,6620428,0,1007.2752,24.675455
7004000,7004000,6620428,0,1007.2633,24.675455
8000000,8000000,6620428,0,1007.2752,24.675455
9000000,9000000,6620428,0,1007.2763,24.675455
10000000,10000000,6620428,0,1007.2647,24.675455
11000000,11000000,6620428,0,1007.26685,24.675455
12001000,12001000,6620428,0,1007.2546,24.675455
13000000,13000000,6620428,0,1007.26953,24.675455
14000000,14000000,6620428,0,1007.2615,24.675455
15000000,15000000,6620428,0,1007.2701,24.675455
16003000,16003000,6620428,0,1007.2543,24.675455
17000000,17000000,6620428,0,1007.2756,24.675455
18000000,18000000,6620428,0,1007.2795,24.675455
19000000,19000000,6620428,0,1007.2597,24.675455
20000000,20000000,6620428,0,1007.2729,24.675459
20996000,20996000,6620428,0,1007.2668,24.675442
22004000,22004000,6620428,0,1007.2092,24.673115
23004000,23004000,6620428,0,1007.1852,24.671509
23997000,23997000,6620428,0,1007.19104,24.670645
25000000,25000000,6620428,0,1007.171,24.670872
26001000,26001000,6620428,0,1007.17395,24.670944
27000000,27000000,6620428,0,1007.1776,24.670628
28004000,28004000,6620428,0,1007.18097,24.670155
29000000,29000000,6620428,0,1007.1695,24.669983
30000000,30000000,6620428,0,1007.16266,24.669735
31004000,31004000,6620428,0,1007.15967,24.669504
32000000,32000000,6620428,0,1007.1665,24.669437
32999000,32999000,6620428,0,1007.1468,24.669373
34000000,34000000,6620428,0,1007.1581,24.66929
34997000,34997000,6620428,0,1007.1493,24.669224
36000000,36000000,6620428,0,1007.1603,24.66912
37004000,37004000,6620428,0,1007.15576,24.669153
38004000,38004000,6620428,0,1007.16345,24.669437
39000000,39000000,6620428,0,1007.1568,24.669704
40003000,40003000,6620428,0,1007.1423,24.670448
41000000,41000000,6620428,0,1007.2188,24.674788
42000000,42000000,6620428,0,1007.2653,24.675463
43000000,43000000,6620428,0,1007.27374,24.675474
44000000,44000000,6620428,0,1007.27277,24.675474
44997000,44997000,6620428,0,1007.26373,24.675474
