timestamp,mag_inconsistency_angle
500000,0.0
995000,0.0
1504000,0.0
2000000,0.0
2501000,0.0
3000000,0.0
3500000,0.0
4000000,0.0
4504000,0.0
5000000,0.0
5500000,0.0
6000000,0.0
6501000,0.0
7004000,0.0
7500000,0.0
8000000,0.0
8505000,0.0
9000000,0.0
9500000,0.0
10000000,0.0
10496000,0.0
11000000,0.0
11504000,0.0
12001000,0.0
12495000,0.0
12996000,0.0
13500000,0.0
14000000,0.0
14500000,0.0
15000000,0.0
15500000,0.0
16003000,0.0
16500000,0.0
16996000,0.0
17500000,0.0
17607000,0.0
44512000,0.0
44515000,0.0
45008000,0.0
