timestamp,rtl_time_s,rtl_limit_fraction
11044000,0.0,0.0
12048000,0.04743494,5.270549e-05
13060000,0.096558325,0.00010728704
14060000,0.012675814,1.4084239e-05
15064000,0.03764883,4.1832038e-05
16080000,0.11206506,0.00012451674
17091000,0.108270295,0.000120300334
18113000,0.038201142,4.2445718e-05
19131000,0.052014392,5.779377e-05
20152000,0.027235212,3.0261348e-05
21176000,0.048924826,5.4360924e-05
22176000,0.0008053078,8.947865e-07
23189000,0.034885958,3.8762177e-05
24204000,0.54111904,0.0006012434
25212000,0.7273266,0.00080814067
26228000,0.8201373,0.00091126375
27228000,0.7544973,0.00083833036
28272000,0.7867485,0.0008741651
29290000,0.7923384,0.000880376
30320000,0.7653117,0.00085034635
31324000,0.7415543,0.0008239493
32331000,0.6767618,0.0007519576
33336000,0.5964072,0.0006626747
34356000,0.59294754,0.0006588306
35356000,0.5363968,0.00059599645
36364000,0.050340313,5.5933684e-05
37411000,0.11018483,0.0001224276
38420000,0.09906675,0.00011007417
39439000,0.13602647,0.00015114054
40476000,0.16252306,0.00018058118
