timestamp,speed_xy,speed_up,speed_down,want_takeoff
11643000,5.0,3.0,1.0,0
11664000,5.0,3.0,1.0,0
12640000,5.0,3.0,1.0,0
13636000,5.0,3.0,1.0,0
14644000,5.0,3.0,1.0,0
15644000,5.0,3.0,1.0,0
16348000,5.0,3.0,1.0,0
44664000,5.0,3.0,1.0,0
44684000,5.0,3.0,1.0,0
45664000,5.0,3.0,1.0,0
46664000,5.0,3.0,1.0,0
47640000,5.0,3.0,1.0,0
48648000,5.0,3.0,1.0,0
49664000,5.0,3.0,1.0,0
50664000,5.0,3.0,1.0,0
