timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
54858229,5.203381,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
54868104,5.1870666,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
55368101,5.1854553,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
55868103,5.1897855,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
56368099,5.187268,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
56868103,5.1919007,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
57368137,5.192303,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
57868099,5.199655,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
58368120,5.206805,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
58868096,5.2078123,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
59368099,5.191498,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
59868116,5.1944184,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
60368099,5.1953244,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
60868096,5.1832395,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
61368098,5.187369,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
61868095,5.20177,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
62368097,5.2142577,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
62868105,5.1904907,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
63368098,5.2046905,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
63868099,5.2074094,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
64368099,5.2078123,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
64868097,5.196936,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
65368111,5.1776,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
65868097,5.1788087,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
66368099,5.2096252,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
66868101,5.195929,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
67368098,5.205597,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
67868101,5.191397,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
68368100,5.2078123,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
68868105,5.1973386,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
69368099,5.193109,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
69868098,5.179614,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
70368100,5.189383,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
70868099,5.191397,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
71368099,5.2001586,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
71868103,5.2029786,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
72368096,5.211337,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
72868139,5.1974397,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
73368100,5.191296,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
73868096,5.193814,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
74368099,5.192505,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
74868099,5.1991515,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
75368098,5.198044,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
75868097,5.205798,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
76368112,5.212445,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
76868100,5.202777,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
77368142,5.20318,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
77868127,5.20318,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
78368181,5.201367,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
78868163,5.179413,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
