timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
53862031,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,8,0,255,0,0,1
54571951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
54666230,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
54772350,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
57771304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
57774857,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,8,0,255,0,0,1
58791318,-1.0,0.0,2.0,3.0,0.0,0.0,666.0,183,8,0,255,0,0,1
63800069,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,8,0,255,0,0,1
63803650,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,8,0,255,0,0,1
83809756,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,8,0,255,0,0,1
83827308,-1.1928676713068853e-07,-1.1004440239048563e-06,0.0,0.0,0.0,0.0,0.0,21,8,0,255,0,0,1
83830852,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,8,0,255,0,0,1
88822364,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,8,0,255,0,0,1
88825906,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,8,0,255,0,0,1
89324359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,8,0,255,0,0,1
