timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
54867928,63.95996,18620.076,0,16,12114,65536,0,3,246
55869214,106.87012,106.36796,0,16,5186,65536,0,3,246
56870234,136.17383,67.89203,0,38,7339,65536,0,3,246
57871212,167.77051,55.798534,0,68,7146,65536,0,3,246
58872138,200.13379,49.938015,0,95,6589,65536,0,3,246
59873212,230.96973,46.11354,0,124,7267,65536,0,3,246
60874155,268.8672,44.739162,0,156,4476,65536,0,3,246
61875141,298.79785,42.620575,0,186,7652,65536,0,3,246
62876165,332.68164,41.524624,0,220,5283,65536,0,3,246
63877137,365.16895,40.51742,0,251,3609,65536,0,3,246
64878166,392.41016,39.187435,0,285,7422,65536,0,3,246
65879156,427.13965,38.779186,0,318,3507,65536,0,3,246
66880137,453.1494,37.713287,0,354,7692,65536,0,3,246
67881156,483.69727,37.159855,0,385,7529,65536,0,3,246
68882476,521.124,37.175396,0,417,302,65536,0,3,246
69883146,545.43164,36.316948,0,449,6791,65536,0,3,246
70884135,576.0,35.95586,0,481,6727,65536,0,3,246
71885147,605.6953,35.585903,0,511,7438,65536,0,3,246
72886138,640.0,35.51285,0,542,3881,65536,0,3,246
73887132,667.3965,35.084328,0,573,7510,65536,0,3,246
74888477,704.0,35.157837,0,605,1257,65536,0,3,246
75889180,735.66113,34.990345,0,638,314,65536,0,3,246
76890144,765.7754,34.767437,0,668,314,65536,0,3,246
77891140,796.0586,34.57119,0,703,252,65536,0,3,246
78892321,826.4756,34.3966,0,735,302,65536,0,3,246
79893138,856.8164,34.233433,0,766,402,65536,0,3,246
80894134,887.8633,34.109703,0,796,264,65536,0,3,246
81895135,918.12695,33.966156,0,830,364,65536,0,3,246
82896218,948.7617,33.846,0,864,505,65536,0,3,246
83897138,976.8623,33.647034,0,894,3862,65536,0,3,246
84898161,1008.66504,33.584476,0,925,4130,65536,0,3,246
85899200,1041.4629,33.558006,0,957,3949,65536,0,3,246
86900135,1076.6396,33.607555,0,987,264,65536,0,3,246
87901141,1110.8945,33.62613,0,1021,720,65536,0,3,246
88902143,1144.9326,33.63724,0,1052,364,65536,0,3,246
