timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
54777674,1,0,1,0,0,1,1,1,1,1,0,1,1,0
55285666,1,0,1,0,0,1,1,1,1,1,0,1,1,0
55791668,1,0,1,0,0,1,1,1,1,1,0,1,1,0
56297681,1,0,1,0,0,1,1,1,1,1,0,1,1,0
56803720,1,0,1,0,0,1,1,1,1,1,0,1,1,0
57309667,1,0,1,0,0,1,1,1,1,1,0,1,1,0
57771683,1,0,1,0,0,1,1,1,1,1,0,1,1,0
57782712,1,0,1,0,0,1,1,1,1,1,0,1,1,0
58288694,1,0,1,0,0,1,1,1,1,1,0,1,1,0
58794687,1,0,1,0,0,1,1,1,1,1,0,1,1,0
58805737,1,0,1,0,0,1,1,1,1,1,1,1,1,0
59311667,1,0,1,0,0,1,1,1,1,1,1,1,1,0
59817694,1,0,1,0,0,1,1,1,1,1,1,1,1,0
60323677,1,0,1,0,0,1,1,1,1,1,1,1,1,0
60829681,1,0,1,0,0,1,1,1,1,1,1,1,1,0
61335719,1,0,1,0,0,1,1,1,1,1,1,1,1,0
61841937,1,0,1,0,0,1,1,1,1,1,1,1,1,0
62347790,1,0,1,0,0,1,1,1,1,1,1,1,1,0
62853914,1,0,1,0,0,1,1,1,1,1,1,1,1,0
63359797,1,0,1,0,0,1,1,1,1,1,1,1,1,0
63810744,1,0,1,0,0,1,1,1,1,1,1,1,1,0
64316663,1,0,1,0,0,1,1,1,1,1,1,1,1,0
64822667,1,0,1,0,0,1,1,1,1,1,1,1,1,0
65328665,1,0,1,0,0,1,1,1,1,1,1,1,1,0
65834682,1,0,1,0,0,1,1,1,1,1,1,1,1,0
66340682,1,0,1,0,0,1,1,1,1,1,1,1,1,0
66846664,1,0,1,0,0,1,1,1,1,1,1,1,1,0
67352716,1,0,1,0,0,1,1,1,1,1,1,1,1,0
67858672,1,0,1,0,0,1,1,1,1,1,1,1,1,0
68364690,1,0,1,0,0,1,1,1,1,1,1,1,1,0
68870669,1,0,1,0,0,1,1,1,1,1,1,1,1,0
69376668,1,0,1,0,0,1,1,1,1,1,1,1,1,0
69882673,1,0,1,0,0,1,1,1,1,1,1,1,1,0
70388716,1,0,1,0,0,1,1,1,1,1,1,1,1,0
70894690,1,0,1,0,0,1,1,1,1,1,1,1,1,0
71400691,1,0,1,0,0,1,1,1,1,1,1,1,1,0
71906666,1,0,1,0,0,1,1,1,1,1,1,1,1,0
72412669,1,0,1,0,0,1,1,1,1,1,1,1,1,0
72918735,1,0,1,0,0,1,1,1,1,1,1,1,1,0
73424717,1,0,1,0,0,1,1,1,1,1,1,1,1,0
73930672,1,0,1,0,0,1,1,1,1,1,1,1,1,0
74436698,1,0,1,0,0,1,1,1,1,1,1,1,1,0
74942665,1,0,1,0,0,1,1,1,1,1,1,1,1,0
75448693,1,0,1,0,0,1,1,1,1,1,1,1,1,0
75954679,1,0,1,0,0,1,1,1,1,1,1,1,1,0
76460665,1,0,1,0,0,1,1,1,1,1,1,1,1,0
76966669,1,0,1,0,0,1,1,1,1,1,1,1,1,0
77472667,1,0,1,0,0,1,1,1,1,1,1,1,1,0
77978678,1,0,1,0,0,1,1,1,1,1,1,1,1,0
78484665,1,0,1,0,0,1,1,1,1,1,1,1,1,0
78990695,1,0,1,0,0,1,1,1,1,1,1,1,1,0
79496702,1,0,1,0,0,1,1,1,1,1,1,1,1,0
80002706,1,0,1,0,0,1,1,1,1,1,1,1,1,0
80508751,1,0,1,0,0,1,1,1,1,1,1,1,1,0
81014668,1,0,1,0,0,1,1,1,1,1,1,1,1,0
81520734,1,0,1,0,0,1,1,1,1,1,1,1,1,0
82026667,1,0,1,0,0,1,1,1,1,1,1,1,1,0
82532673,1,0,1,0,0,1,1,1,1,1,1,1,1,0
83038666,1,0,1,0,0,1,1,1,1,1,1,1,1,0
83544770,1,0,1,0,0,1,1,1,1,1,1,1,1,0
83819762,1,0,1,0,0,1,1,1,1,1,0,1,1,0
83830778,1,0,1,0,1,0,1,1,0,1,1,1,1,0
83841705,1,0,1,0,1,0,1,1,0,1,1,1,1,0
84347666,1,0,1,0,1,0,1,1,0,1,1,1,1,0
84853668,1,0,1,0,1,0,1,1,0,1,1,1,1,0
85359678,1,0,1,0,1,0,1,1,0,1,1,1,1,0
85865694,1,0,1,0,1,0,1,1,0,1,1,1,1,0
86371724,1,0,1,0,1,0,1,1,0,1,1,1,1,0
86877679,1,0,1,0,1,0,1,1,0,1,1,1,1,0
87383680,1,0,1,0,1,0,1,1,0,1,1,1,1,0
87889667,1,0,1,0,1,0,1,1,0,1,1,1,1,0
88395667,1,0,1,0,1,0,1,1,0,1,1,1,1,0
88824710,1,0,1,0,1,0,1,1,0,1,1,1,1,0
88835771,0,0,1,0,1,0,1,1,0,1,1,1,1,0
89331716,0,0,1,0,1,0,1,1,0,1,1,1,1,0
