timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
205000,-0.0034621116,0.0026631583,-7.100448e-10,5000,0,-0.020350715,-0.039504156,-9.842564,5000,0
213000,-0.0055926368,0.0018642164,0.0023968488,8000,0,0.032321732,0.022745091,-9.888056,8000,0
217000,-0.004793686,0.00079895667,0.004261062,4000,0,0.031124625,0.028730594,-9.878479,4000,0
225000,-0.0031957903,-0.0015978959,0.0034621132,8000,0,-0.027533323,-0.043095466,-9.861719,8000,0
233000,-0.004261063,-0.0002663153,0.0050600017,8000,0,-0.056263745,-0.05985488,-9.806652,8000,0
241000,-0.004527382,0.0018642165,0.006657898,8000,0,-0.04668694,-0.016759245,-9.807847,8000,0
245000,-0.0058589466,-0.0007989633,0.0037284358,4000,0,-0.01316811,-0.010773737,-9.872493,4000,0
253000,-0.0074568517,-0.0005326384,0.0015978959,8000,0,0.050278246,-0.035912853,-9.909603,8000,0
261000,-0.005060004,0.0005326425,0.0071905362,4000,0,0.02633622,-0.0023940313,-9.775528,4000,0
269000,-0.0010652675,0.0015979029,0.005060003,8000,0,0.02873042,0.008379877,-9.721657,8000,0
276000,-0.0002663115,-0.0005326313,0.0026631618,7000,0,0.0071826056,0.0011972713,-9.759963,7000,0
280000,-0.0010652564,-0.0055926405,0.0021305298,4000,0,0.0071826056,-0.029927354,-9.768345,4000,0
285000,-0.0007989437,-0.0037284265,-0.0010652647,5000,0,0.04189853,-0.05027806,-9.773131,5000,0
289000,0.0015978998,0.00026631486,-0.0018642105,4000,0,0.02873042,-0.052672267,-9.862916,4000,0
297000,0.0018642131,-1.5979199e-09,0.0007989482,8000,0,0.01316811,-0.010773737,-9.892841,8000,0
304000,2.8369712e-10,-0.0005326342,0.001597896,7000,0,0.027533319,0.058658116,-9.846155,7000,0
308000,0.00053263234,-0.00079894793,0.0023968453,4000,0,0.043095633,0.08379724,-9.817425,4000,0
313000,-2.1277285e-10,-0.0010652653,0.003994741,5000,0,0.017956512,0.034716092,-9.799467,5000,0
321000,-0.0013315798,-0.0018642151,0.0047936896,8000,0,-0.02633622,-0.049080964,-9.781511,8000,0
329000,-0.002130528,-0.0023968476,0.0050600055,8000,0,-0.011971008,-0.07062879,-9.720461,8000,0
336000,0.0007989498,-0.0034620976,0.006391593,7000,0,0.01316811,-0.044292558,-9.713275,7000,0
340000,0.0047936956,-0.005326308,0.0074568586,4000,0,0.03232173,-0.01556214,-9.807848,4000,0
344000,0.001065263,-0.0023968494,0.004261057,4000,0,0.044292733,0.0047885757,-9.821015,4000,0
348000,-0.0042610657,0.004527367,0.001597895,4000,0,0.028730419,0.0047885757,-9.8281975,4000,0
352000,-0.0026631567,0.00452738,0.0047936877,4000,0,0.029927526,0.00957698,-9.852142,4000,0
356000,-0.0010652568,-0.0007989464,0.004261061,4000,0,0.02873042,0.019153787,-9.815032,4000,0
360000,-0.0010652656,0.00053263095,0.0005326319,4000,0,0.007182605,0.010774082,-9.855732,4000,0
364000,0.0007989474,0.0045273746,-0.0013315822,4000,0,0.011971008,-0.033518657,-9.868902,4000,0
368000,-0.00079895114,0.0021305303,-0.0023968432,4000,0,0.025139121,-0.056263573,-9.822214,4000,0
372000,-0.0031957936,-0.00079894555,0.001065267,4000,0,0.0023942017,-0.040701255,-9.876081,4000,0
376000,-0.0039947433,0.0007989503,0.0031957917,4000,0,-0.027533323,-0.0035911305,-9.878476,4000,0
380000,-0.0050600073,0.0018642115,0.0029294766,4000,0,-0.034715924,0.044292904,-9.764753,4000,0
384000,-0.0015978967,0.003195801,0.0053263186,4000,0,0.0,0.06823493,-9.745598,4000,0
392000,0.0002663239,-0.003195795,0.0015978935,4000,0,-0.017956512,0.007182776,-9.736021,4000,0
396000,-0.0039947373,-0.0039947433,-0.002663166,4000,0,-0.010773908,-0.038307067,-9.639055,4000,0
400000,-0.00372842,0.0015978959,-0.0031958006,4000,0,-0.005985504,-0.065840386,-9.629478,4000,0
404000,-0.0021305298,0.0018642097,-0.0045273765,4000,0,-0.019153617,-0.07541719,-9.674969,4000,0
408000,-0.0031957976,0.00026631652,-0.0063915853,4000,0,-0.009576809,-0.083796896,-9.750386,4000,0
413000,-0.0055926377,0.0005326419,-0.002130529,5000,0,0.0035913025,-0.07900848,-9.831789,5000,0
421000,-0.0026631607,-0.0007989338,0.0053263246,8000,0,0.02274492,-0.039504156,-9.835382,8000,0
429000,0.0042610555,2.5898663e-08,0.0061252736,8000,0,0.017956512,-0.01436504,-9.794681,8000,0
433000,0.0050599854,0.005060024,0.00079896295,4000,0,0.015562311,-0.016759245,-9.816229,4000,0
437000,0.0007989436,0.007989487,-0.0015978847,4000,0,0.05267244,-0.02633605,-9.842566,4000,0
445000,-0.0026631563,0.008522118,0.00026632566,8000,0,0.057460845,-0.047883864,-9.803061,8000,0
452000,-0.0034621044,0.0058589564,0.0010652739,7000,0,0.016759412,-0.034715753,-9.759963,7000,0
457000,0.0007989398,0.0005326279,-0.002396849,5000,0,-0.02633622,-0.0035911326,-9.725246,5000,0
461000,0.0029294766,-0.0005326343,-0.002663162,4000,0,-0.029927526,0.007182774,-9.690533,4000,0
465000,0.00026631457,-0.0010652683,0.003462109,4000,0,0.028730419,0.013168281,-9.7396145,4000,0
472000,0.00026631926,-0.004527374,0.005858954,7000,0,0.08259995,0.008379878,-9.837774,7000,0
476000,0.0037284282,-0.0034620978,0.0037284354,4000,0,0.047884032,-0.004788232,-9.836577,4000,0
480000,0.006125271,-0.0007989422,0.0010652705,4000,0,-0.016759414,-0.01316794,-9.759963,4000,0
484000,0.0045273756,-0.0013315786,-0.00026631766,4000,0,-0.011971008,1.7013456e-07,-9.747993,4000,0
488000,6.146771e-10,0.00026631818,-0.0013315803,4000,0,0.008379707,0.038307402,-9.726444,4000,0
492000,-0.0029294768,0.0026631625,-0.0021305291,4000,0,-0.0023942022,0.07781173,-9.645043,4000,0
497000,0.000798948,0.0018642104,-0.0018642154,5000,0,-0.020350711,0.07062912,-9.706093,5000,0
505000,0.0026631563,-0.0029294787,-0.0037284286,8000,0,-0.016759416,0.035913195,-9.856928,8000,0
509000,-0.003728428,-0.003994725,-0.003994757,4000,0,0.0071826056,0.043095805,-9.874886,4000,0
513000,-0.007989479,5.7436638e-09,-0.003994752,4000,0,-0.0071826046,0.06823493,-9.879675,4000,0
520000,-0.006657901,0.0013315816,-0.002929481,7000,0,-0.053869538,0.06105231,-9.864111,7000,0
524000,-0.0018642076,0.003195797,-1.0907934e-08,4000,0,-0.039504327,0.007182775,-9.795878,4000,0
529000,0.0034621095,0.004527374,-6.4223737e-09,5000,0,0.005985504,-0.034715753,-9.824607,5000,0
533000,0.00266316,0.0010652656,-0.00079895195,4000,0,-0.016759414,-0.013167938,-9.835382,4000,0
537000,-0.003728427,0.0007989523,-0.0031957915,4000,0,-0.021547817,0.0047885748,-9.755177,4000,0
544000,-0.0066578984,0.005592639,-0.0050600115,7000,0,0.016759412,0.010774078,-9.747992,7000,0
549000,-0.0055926377,0.005858951,-0.00506001,5000,0,-0.0023942022,0.008379878,-9.868899,5000,0
556000,-0.005592645,0.0026631611,-0.005059999,7000,0,-0.04908113,-0.022744743,-9.901221,7000,0
561000,-0.0058589545,0.0013315881,-0.0029294724,5000,0,-0.04668693,-0.04189836,-9.838972,5000,0
569000,-0.004793688,0.000532644,0.0023968467,8000,0,0.0011971008,-0.051475175,-9.797075,8000,0
577000,-0.0005326322,0.0007989603,0.00399474,8000,0,0.03351883,-0.043095466,-9.767147,8000,0
585000,0.0005326277,0.0018642144,0.00053263135,8000,0,0.017956512,0.0059856744,-9.746798,8000,0
589000,-0.0018642145,0.000266316,-0.0013315784,4000,0,0.02274492,0.026336389,-9.702503,4000,0
597000,-0.0023968462,-0.0013315815,-0.0031957924,8000,0,0.06943185,0.016759584,-9.76116,8000,0
604000,-0.003994742,-0.002130528,-0.00479369,7000,0,0.093373865,0.02513929,-9.884462,7000,0
608000,-0.0042610653,-0.0037284193,-0.0023968415,4000,0,0.089782566,0.011971182,-9.916785,4000,0
613000,-0.0015979031,-0.0026631546,0.0034621113,5000,0,0.05746084,0.0071827765,-9.866505,5000,0
621000,0.0010652549,0.0007989549,0.007723169,8000,0,0.008379708,0.029927697,-9.821015,8000,0
625000,-0.00079897227,0.0053263144,0.0066579077,4000,0,-0.0071826046,0.038307402,-9.827002,4000,0
