timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
16691000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
17621000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
17745000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
17936000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
18471000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
19007000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
19051000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,0,0,0,1
20193000,-1.0,0.0,2.0,3.0,-0.074849166,-0.019394618,666.0,183,1,0,0,0,0,1
25321000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,0,0,0,1
25424000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,0,0,0,1
28683000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,0,0,0,1
28773000,0.0,0.0,2.0,9.0,123544.0,3.0,666.0,183,1,0,0,0,0,1
38848000,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,1,0,0,0,0,1
38961000,40.15402603149414,116.25948333740234,0.0,0.0,0.0,0.0,49.882,21,1,0,0,0,0,1
38961000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,0,0,0,1
44221000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,0,0,0,1
