timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
477000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
485000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
489000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
496000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
500000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
508000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
512000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
517000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
524000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
528000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
531000,0.0,0.0,0.0,3000,0,0.0,1.7099119e-07,-9.797073,3000,0
537000,0.0,0.0,0.0,6000,0,0.0,1.7099119e-07,-9.797073,6000,0
541000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
544000,0.0,0.0,0.0,3000,0,0.0,1.7099119e-07,-9.797073,3000,0
552000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
556000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
560000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
564000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
568000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
577000,0.0,0.0,0.0,9000,0,0.0,1.7099119e-07,-9.797073,9000,0
581000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
585000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
592000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
597000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
605000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
608000,0.0,0.0,0.0,3000,0,0.0,1.7099119e-07,-9.797073,3000,0
616000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
624000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
629000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
637000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
641000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
652000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
657000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
664000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
672000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
678000,0.0,0.0,0.0,6000,0,0.0,1.7099119e-07,-9.797073,6000,0
680000,0.0,0.0,0.0,2000,0,0.0,1.7099121e-07,-9.797075,2000,0
689000,0.0,0.0,0.0,9000,0,0.0,1.7099119e-07,-9.797073,9000,0
697000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
704000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
708000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
711000,0.0,0.0,0.0,3000,0,0.0,1.7099119e-07,-9.797073,3000,0
717000,0.0,0.0,0.0,6000,0,0.0,1.7099119e-07,-9.797073,6000,0
724000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
728000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
732000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
740000,0.0,0.0,0.0,3000,0,0.0,1.7099119e-07,-9.797073,3000,0
745000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
753000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
757000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
764000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
768000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
772000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
776000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
780000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
789000,0.0,0.0,0.0,9000,0,0.0,1.7099119e-07,-9.797073,9000,0
796000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
805000,0.0,0.0,0.0,9000,0,0.0,1.7099119e-07,-9.797073,9000,0
808000,0.0,0.0,0.0,3000,0,0.0,1.7099119e-07,-9.797073,3000,0
816000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
820000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
825000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
830000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
836000,0.0,0.0,0.0,6000,0,0.0,1.7099119e-07,-9.797073,6000,0
841000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
849000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
855000,0.0,0.0,0.0,6000,0,0.0,1.7099119e-07,-9.797073,6000,0
860000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
865000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
869000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
876000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
880000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
884000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
888000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
893000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
896000,0.0,0.0,0.0,3000,0,0.0,1.7099119e-07,-9.797073,3000,0
901000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
909000,0.0,0.0,0.0,8000,0,0.0,1.7099121e-07,-9.797075,8000,0
916000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
920000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
925000,0.0,0.0,0.0,5000,0,0.0,1.7099117e-07,-9.797073,5000,0
932000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
936000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
940000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
944000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
948000,0.0,0.0,0.0,4000,0,0.0,1.7099121e-07,-9.797075,4000,0
957000,0.0,0.0,0.0,9000,0,0.0,1.7099119e-07,-9.797073,9000,0
960000,0.0,0.0,0.0,3000,0,0.0,1.7099119e-07,-9.797073,3000,0
969000,0.0,0.0,0.0,9000,0,0.0,1.7099119e-07,-9.797073,9000,0
976000,0.0,0.0,0.0,7000,0,0.0,1.7099119e-07,-9.797073,7000,0
