timestamp,mag_inconsistency_angle
500000,0.0
1004000,0.0
1503000,0.0
2001000,0.0
2496000,0.0
3001000,0.0
3501000,0.0
4005000,0.0
4500000,0.0
5000000,0.0
5501000,0.0
6004000,0.0
6500000,0.0
7000000,0.0
7500000,0.0
8000000,0.0
8504000,0.0
9000000,0.0
9501000,0.0
10001000,0.0
10501000,0.0
11000000,0.0
11500000,0.0
12000000,0.0
12500000,0.0
13000000,0.0
13500000,0.0
13996000,0.0
14500000,0.0
15000000,0.0
15501000,0.0
16004000,0.0
16501000,0.0
16832000,0.0
43004000,0.0
43008000,0.0
43508000,2.8079497e-10
