timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5508000,0.0,0.0,49.93897,0.0,0.0,0.0,0.0,1,0,0,0
11029000,40.15403014313599,116.25948593836141,49.95533,-0.0063229897,0.020257812,-0.01636291,-0.0039873393,1,1,1,0
19735000,40.15402963089347,116.25948556157847,49.881496,-0.06328176,-0.011764141,0.057471056,-0.004843172,1,1,1,0
21843000,40.15403005014422,116.25948551977255,49.92175,-0.016663203,-0.015317135,0.017218547,-0.0043608327,1,1,1,0
52297000,40.15405697270771,116.2594870124012,49.924828,2.9769893,0.111538045,0.014142072,-0.006903034,1,1,1,0
