timestamp,main_state_changes,main_state
44000,0,0
555000,0,0
1060000,0,0
1516000,0,0
2020000,0,0
2524000,0,0
3028000,0,0
3528000,0,0
4028000,0,0
4256000,0,0
4764000,0,0
5268000,0,0
5771000,0,0
6275000,0,0
6780000,0,0
7288000,0,0
7788000,0,0
8288000,0,0
8788000,0,0
9295000,0,0
9799000,0,0
10300000,0,0
10808000,0,0
11029000,1,4
11531000,1,4
12040000,1,4
12543000,1,4
13051000,1,4
13552000,1,4
14052000,1,4
14560000,1,4
15067000,1,4
15572000,1,4
16072000,1,4
16581000,1,4
17084000,1,4
17592000,1,4
17687000,1,4
18191000,1,4
18500000,1,4
19004000,1,4
19056000,2,7
19216000,2,7
19723000,2,7
19735000,2,7
19759000,2,7
19808000,2,7
20312000,2,7
20816000,2,7
21084000,2,7
21099000,2,7
21599000,2,7
22108000,2,7
22611000,2,7
23115000,2,7
23623000,2,7
24124000,2,7
24632000,2,7
25133000,2,7
25644000,2,7
26148000,2,7
26160000,2,7
26183000,2,7
26362000,2,7
26868000,2,7
27376000,2,7
27883000,2,7
28392000,2,7
28903000,2,7
29412000,2,7
29920000,2,7
30420000,2,7
30928000,2,7
31428000,2,7
31572000,2,7
31600000,2,7
31648000,2,7
32148000,2,7
32648000,2,7
33156000,2,7
33660000,2,7
34164000,2,7
34667000,2,7
35168000,2,7
35668000,2,7
36171000,2,7
36672000,2,7
37172000,2,7
37680000,2,7
38184000,2,7
38688000,2,7
39195000,2,7
39703000,2,7
40208000,2,7
40711000,2,7
41212000,2,7
41713000,2,7
42216000,2,7
42723000,2,7
43223000,2,7
43732000,2,7
44236000,2,7
44743000,2,7
45247000,2,7
45748000,2,7
46248000,2,7
46753000,2,7
46776000,2,7
47084000,3,11
47592000,3,11
48097000,3,11
48600000,3,11
49100000,3,11
49604000,3,11
50112000,3,11
50613000,3,11
51116000,3,11
51623000,3,11
52132000,3,11
52297000,3,11
52563000,3,11
53064000,3,11
