timestamp,mag_inconsistency_angle
502000,0.0
1000000,0.0
1504000,0.0
2004000,0.0
2502000,0.0
3003000,0.0
3500000,0.0
4000000,0.0
4500000,0.0
5000000,0.0
5496000,0.0
6005000,0.0
6500000,0.0
7000000,0.0
7500000,0.0
8003000,0.0
8500000,0.0
9000000,0.0
9496000,0.0
10000000,0.0
10500000,0.0
11000000,0.0
11500000,0.0
11995000,0.0
12500000,0.0
13000000,0.0
13500000,0.0
14003000,0.0
14504000,0.0
14999000,0.0
15503000,0.0
16004000,0.0
16500000,0.0
17004000,0.0
17500000,0.0
18004000,0.0
18500000,0.0
19004000,0.0
19500000,0.0
19735000,0.0
52301000,0.0
52309000,0.0
52804000,0.0
