timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1001000,0,0.19178213,0.19178213,25.0,0
2001000,0,-0.09491113,-0.09491113,25.0,0
3000000,0,-0.22122857,-0.22122857,25.0,0
4001000,0,0.23770803,0.23770803,25.0,0
5033000,0,0.29029113,0.29029113,25.0,0
6001000,0,-0.06356055,-0.06356055,25.0,0
7005000,0,-0.22423242,-0.22423242,25.0,0
8005000,0,-0.2609052,-0.2609052,25.0,0
9001000,0,0.19630165,0.19630165,25.0,0
10005000,0,-0.07421391,-0.07421391,25.0,0
11001000,0,0.032442752,0.032442752,25.0,0
12001000,0,-0.07078035,-0.07078035,25.0,0
13001000,0,-0.10638794,-0.10638794,25.0,0
14001000,0,-0.14111772,-0.14111772,25.0,0
15001000,0,0.07074943,0.07074943,25.0,0
16001000,0,-0.023178777,-0.023178777,25.0,0
17001000,0,0.16496551,0.16496551,25.0,0
18001000,0,-0.14484352,-0.14484352,25.0,0
19001000,0,0.2245477,0.2245477,25.0,0
20000000,0,0.058537338,0.058537338,25.0,0
21005000,0,-0.025653569,-0.025653569,25.0,0
22031000,0,-0.035266664,-0.035266664,25.0,0
23007000,0,0.039099615,0.039099615,25.0,0
24002000,0,-0.00652504,-0.00652504,25.0,0
25007000,0,0.01716713,0.01716713,25.0,0
26003000,0,0.13831921,0.13831921,25.0,0
27000000,0,-0.15456128,-0.15456128,25.0,0
28000000,0,-0.085162655,-0.085162655,25.0,0
29000000,0,0.19267844,0.19267844,25.0,0
30003000,0,0.22150318,0.22150318,25.0,0
31007000,0,-0.079893015,-0.079893015,25.0,0
32003000,0,-0.011401735,-0.011401735,25.0,0
33003000,0,0.12132822,0.12132822,25.0,0
34002000,0,-0.0033212905,-0.0033212905,25.0,0
35003000,0,-0.119013935,-0.119013935,25.0,0
36007000,0,-0.08296606,-0.08296606,25.0,0
37003000,0,0.27640754,0.27640754,25.0,0
38007000,0,-0.25097483,-0.25097483,25.0,0
39003000,0,-0.20398623,-0.20398623,25.0,0
40003000,0,-0.23364145,-0.23364145,25.0,0
41003000,0,0.033326477,0.033326477,25.0,0
42007000,0,0.19977035,0.19977035,25.0,0
43003000,0,0.16356897,0.16356897,25.0,0
44022000,0,0.44004187,0.44004187,25.0,0
45003000,0,-0.17934212,-0.17934212,25.0,0
46004000,0,0.16586746,0.16586746,25.0,0
47003000,0,-0.07315432,-0.07315432,25.0,0
