timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
197000,1310988,1310988,1310996,1311004,0,0.021126695,0.022444366,0.0013462362,0.0,1310988,1310988,1310996,1311004,0,0.00012019695,8.733461e-05,3.309704e-05,0.0,1,1,1,0,1,1,1,0
397000,1310988,1310988,1310996,1311004,0,0.0033627052,0.0035313563,0.00046486082,0.0,1310988,1310988,1310996,1311004,0,0.00015801935,7.589419e-05,8.223408e-05,0.0,1,1,1,0,1,1,1,0
597000,1310996,1310988,1310996,1311004,0,0.0020276124,0.001013769,0.001013769,0.0,1310996,1310988,1310996,1311004,0,0.00017765717,8.882855e-05,8.882855e-05,0.0,1,1,1,0,1,1,1,0
793000,1310996,1310988,1310996,1311004,0,0.0027331535,0.0013612746,0.0033476881,0.0,1310996,1310988,1310996,1311004,0,0.0002547003,0.00012016254,0.00018509453,0.0,1,1,1,0,1,1,1,0
993000,1310996,1310988,1310996,1311004,0,0.0028947487,0.001197807,0.0017210657,0.0,1310996,1310988,1310996,1311004,0,0.0001184274,6.187625e-05,5.9575366e-05,0.0,1,1,1,0,1,1,1,0
1193000,1310996,1310988,1310996,1311004,0,0.00062599214,0.0029293296,0.003366603,0.0,1310996,1310988,1310996,1311004,0,0.00015119488,0.00012183153,0.00027191982,0.0,1,1,1,0,1,1,1,0
1400000,1310996,1310988,1310996,1311004,0,0.0024156065,0.004635464,0.004642509,0.0,1310996,1310988,1310996,1311004,0,0.00029160225,0.00028912933,0.000328777,0.0,1,1,1,0,1,1,1,0
1605000,1310996,1310988,1310996,1311004,0,0.004123769,0.004229108,0.0026179713,0.0,1310996,1310988,1310996,1311004,0,0.00024980423,0.00023742192,0.000114975854,0.0,1,1,1,0,1,1,1,0
1797000,1310996,1310988,1310996,1311004,0,0.0011800638,0.0008894649,0.0003494487,0.0,1310996,1310988,1310996,1311004,0,0.0001419466,6.3721105e-05,0.00010624363,0.0,1,1,1,0,1,1,1,0
2001000,1310996,1310988,1310996,1311004,0,0.0042802566,0.0012384758,0.0033012226,0.0,1310996,1310988,1310996,1311004,0,0.00013721497,7.903552e-05,9.936688e-05,0.0,1,1,1,0,1,1,1,0
2205000,1310996,1310988,1310996,1311004,0,0.002578894,0.0013437051,0.0012540598,0.0,1310996,1310988,1310996,1311004,0,0.0005290791,0.00027017898,0.00025899115,0.0,1,1,1,0,1,1,1,0
2393000,1310996,1310988,1310996,1311004,0,0.0003679306,0.00105801,0.0009696591,0.0,1310996,1310988,1310996,1311004,0,0.00021888793,0.00014457299,0.00011397641,0.0,1,1,1,0,1,1,1,0
2597000,1310996,1310988,1310996,1311004,0,0.0025249168,0.0024539588,0.0019259037,0.0,1310996,1310988,1310996,1311004,0,0.00020209602,0.00010967931,0.00026418295,0.0,1,1,1,0,1,1,1,0
2797000,1310996,1310988,1310996,1311004,0,0.0048141447,0.0025072985,0.004725578,0.0,1310996,1310988,1310996,1311004,0,0.00024784284,0.00039371653,0.00027741896,0.0,1,1,1,0,1,1,1,0
2996000,1310996,1310988,1310996,1311004,0,0.0018560255,0.0019975638,0.001669167,0.0,1310996,1310988,1310996,1311004,0,0.00031840522,8.190469e-05,0.00024930053,0.0,1,1,1,0,1,1,1,0
3205000,1310996,1310988,1310996,1311004,0,0.0014047435,0.0017913048,0.0016670735,0.0,1310996,1310988,1310996,1311004,0,0.00034049718,0.00016544833,0.00045738945,0.0,1,1,1,0,1,1,1,0
3401000,1310996,1310988,1310996,1311004,0,0.0032003971,0.0024076824,0.0045441315,0.0,1310996,1310988,1310996,1311004,0,0.00040542704,0.000107547945,0.00032819394,0.0,1,1,1,0,1,1,1,0
3601000,1310996,1310988,1310996,1311004,0,0.0043519344,0.0041158926,0.0005126927,0.0,1310996,1310988,1310996,1311004,0,0.000207228,0.000119861186,0.00018031581,0.0,1,1,1,0,1,1,1,0
3797000,1310996,1310988,1310996,1311004,0,0.009346103,0.004731824,0.00466715,0.0,1310996,1310988,1310996,1311004,0,0.00045738445,0.0002704397,0.00019297413,0.0,1,1,1,0,1,1,1,0
3993000,1310996,1310988,1310996,1311004,0,0.003374439,0.0015738198,0.0020270073,0.0,1310996,1310988,1310996,1311004,0,0.00023365323,0.00014478242,0.00010770553,0.0,1,1,1,0,1,1,1,0
4200000,1310996,1310988,1310996,1311004,0,0.007553481,0.0034580396,0.010667055,0.0,1310996,1310988,1310996,1311004,0,0.0003142145,0.00013330978,0.0003223944,0.0,1,1,1,0,1,1,1,0
4397000,1310996,1310988,1310996,1311004,0,0.0015061582,0.0017812676,0.0006372886,0.0,1310996,1310988,1310996,1311004,0,2.794798e-05,0.00022010195,0.0002004848,0.0,1,1,1,0,1,1,1,0
4597000,1310996,1310988,1310996,1311004,0,0.0039849635,0.001155837,0.004853987,0.0,1310996,1310988,1310996,1311004,0,0.00026857894,0.00023610759,0.00022679682,0.0,1,1,1,0,1,1,1,0
4797000,1310996,1310988,1310996,1311004,0,0.002454987,0.0016098318,0.0014556813,0.0,1310996,1310988,1310996,1311004,0,0.00027495917,0.00015686345,0.00012120724,0.0,1,1,1,0,1,1,1,0
4997000,1310996,1310988,1310996,1311004,0,0.0010095963,0.0005761574,0.0015639365,0.0,1310996,1310988,1310996,1311004,0,0.0003243609,0.00025944549,0.00042033152,0.0,1,1,1,0,1,1,1,0
5197000,1310996,1310988,1310996,1311004,0,0.0014763536,0.0028180352,0.0015206883,0.0,1310996,1310988,1310996,1311004,0,0.00013375338,0.00019257143,0.00022890574,0.0,1,1,1,0,1,1,1,0
