timestamp,speed_xy,speed_up,speed_down,want_takeoff
11737000,5.0,3.0,1.0,0
11756000,5.0,3.0,1.0,0
12745000,5.0,3.0,1.0,0
13737000,5.0,3.0,1.0,0
14745000,5.0,3.0,1.0,0
15757000,5.0,3.0,1.0,0
16741000,5.0,3.0,1.0,0
17741000,5.0,3.0,1.0,0
18737000,5.0,3.0,1.0,0
19741000,5.0,3.0,1.0,0
20737000,5.0,3.0,1.0,0
21744000,5.0,3.0,1.0,0
22444000,5.0,3.0,1.0,0
42230000,5.0,3.0,1.0,0
42239000,5.0,3.0,1.0,0
43227000,5.0,3.0,1.0,0
44227000,5.0,3.0,1.0,0
45207000,5.0,3.0,1.0,0
46228000,5.0,3.0,1.0,0
47228000,5.0,3.0,1.0,0
