timestamp,speed_xy,speed_up,speed_down,want_takeoff
11523000,5.0,3.0,1.0,0
11552000,5.0,3.0,1.0,0
12524000,5.0,3.0,1.0,0
13524000,5.0,3.0,1.0,0
14516000,5.0,3.0,1.0,0
15512000,5.0,3.0,1.0,0
16516000,5.0,3.0,1.0,0
17508000,5.0,3.0,1.0,0
18519000,5.0,3.0,1.0,0
19516000,5.0,3.0,1.0,0
20520000,5.0,3.0,1.0,0
21520000,5.0,3.0,1.0,0
22507000,5.0,3.0,1.0,0
22887000,5.0,3.0,1.0,0
49596000,5.0,3.0,1.0,0
49616000,5.0,3.0,1.0,0
50584000,5.0,3.0,1.0,0
51579000,5.0,3.0,1.0,0
52584000,5.0,3.0,1.0,0
53600000,5.0,3.0,1.0,0
