timestamp,mag_inconsistency_angle
492000,6.2173305e-05
1004000,4.5192823e-07
1495000,4.7040274e-09
2000000,3.7886812e-11
2500000,5.364716e-13
3004000,8.417021e-15
3504000,8.323048e-17
4000000,1.1196049e-18
4504000,1.29127256e-20
5004000,9.455206e-05
5504000,1.6437489e-06
6004000,3.8873917e-08
6500000,6.0991584e-10
7003000,1.0603134e-11
7503000,1.5013879e-13
8000000,1.9186635e-15
8500000,4.310674e-17
9003000,1.1890422e-18
9503000,2.4109644e-20
9996000,6.3178075e-22
10460000,7.4327705e-05
11003000,1.1078623e-06
11504000,1.2777299e-08
12003000,6.4921456e-05
12503000,6.7575394e-07
12996000,9.568574e-09
13500000,1.1616537e-10
14003000,1.09125e-12
14504000,1.7121265e-14
15004000,0.00023547588
15504000,3.8889693e-06
16000000,8.737374e-08
16500000,1.1753392e-09
17004000,1.6642625e-11
17500000,2.4806017e-13
18003000,9.930119e-06
18487000,2.4720293e-07
19003000,4.5237063e-09
19500000,5.217323e-11
20003000,1.0578918e-12
20500000,3.5589821e-06
21000000,8.859823e-08
21504000,1.7964648e-09
22003000,2.41658e-11
22503000,3.2507496e-13
22803000,1.576434e-14
54587000,1.4976124e-14
