timestamp,accel_device_id,gyro_device_id
48000,1310988,1310988
583000,1310988,1310988
5276000,1310996,1310996
5335000,1310988,1310988
5359000,1310996,1310996
5448000,1310988,1310988
5592000,1310996,1310996
5628000,1310988,1310988
5764000,1310988,1310988
5796000,1311004,1311004
5824000,1310996,1310996
5856000,1310988,1310988
5944000,1310996,1310996
6768000,1310988,1310988
6800000,1310996,1310996
6856000,1311004,1311004
7060000,1310996,1310996
7159000,1310988,1310988
7367000,1310996,1310996
8388000,1310988,1310988
8535000,1310996,1310996
8947000,1310988,1310988
9195000,1310996,1310996
9200000,1310988,1310988
9279000,1311004,1311004
9800000,1310988,1310988
10303000,1310996,1310996
10500000,1310988,1310988
12940000,1310996,1310996
12980000,1310988,1310988
13040000,1310996,1310996
14363000,1311004,1311004
15547000,1310988,1310988
17787000,1310996,1310996
18400000,1311004,1311004
18472000,1311004,1311004
18503000,1310996,1310996
18787000,1310988,1310988
19723000,1310996,1310996
19911000,1310996,1310996
19935000,1310988,1310988
23548000,1311004,1311004
24559000,1310996,1310996
24967000,1310988,1310988
25055000,1311004,1311004
25075000,1310988,1310988
25079000,1311004,1311004
25148000,1310988,1310988
25851000,1310996,1310996
25868000,1310988,1310988
25975000,1311004,1311004
26867000,1310988,1310988
27368000,1311004,1311004
29071000,1310996,1310996
29963000,1310988,1310988
29976000,1310996,1310996
31299000,1310988,1310988
33328000,1310996,1310996
33835000,1310996,1310996
37248000,1310988,1310988
37556000,1310988,1310988
37960000,1310996,1310996
38260000,1311004,1311004
43712000,1310996,1310996
43808000,1310988,1310988
43911000,1311004,1311004
43983000,1311004,1311004
47031000,1310988,1310988
47079000,1310988,1310988
47291000,1310996,1310996
47424000,1310988,1310988
49963000,1311004,1311004
50143000,1311004,1311004
50352000,1310996,1310996
51355000,1310996,1310996
51475000,1310988,1310988
53688000,1310996,1310996
