timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
30337326,30336730,6684682,1998.2238,1.9513904,nan,nan,nan,nan,48.871143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,444.0,439.0,518.0
31327949,31324625,6684682,1998.2238,1.9513904,nan,nan,nan,nan,nan,nan,nan,nan,54.74542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,458.0,475.0,487.0
31580229,31578402,6684682,1998.2238,1.9513904,87.84655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,467.0,462.0,503.0
31584703,31581357,6684682,1998.2238,1.9513904,87.84655,nan,nan,nan,nan,nan,nan,nan,87.77441,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,467.0,454.0,436.0
31837385,31836588,6684682,1998.2238,1.9513904,nan,nan,nan,nan,nan,nan,nan,nan,81.9584,85.87499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,10.0,nan,nan,480.0,453.0,477.0
31967803,31965706,6684682,1998.2238,1.9513904,nan,nan,nan,nan,nan,nan,nan,nan,87.81646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,462.0,479.0,479.0
32094212,32093325,6684682,1998.2238,1.9513904,nan,nan,nan,nan,50.845703,nan,nan,nan,48.78476,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,10.0,nan,nan,nan,493.0,476.0,487.0
32219783,32217935,6684682,1998.2238,1.9513904,87.81257,nan,nan,nan,50.845703,nan,nan,nan,48.78476,nan,nan,nan,13.0,nan,nan,nan,17.0,nan,nan,nan,10.0,nan,nan,nan,440.0,476.0,487.0
32481271,32477671,6684682,1998.2238,1.9513904,nan,nan,nan,nan,nan,nan,nan,nan,87.88646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,447.0,443.0,462.0
32603033,32602284,6684682,1998.2238,1.9513904,87.811745,nan,nan,nan,nan,nan,nan,nan,87.88646,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,504.0,443.0,462.0
