timestamp,speed_xy,speed_up,speed_down,want_takeoff
52998136,5.0,3.0,1.0,0
53014661,5.0,3.0,1.0,0
54007129,5.0,3.0,1.0,0
55006889,5.0,3.0,1.0,0
56015695,5.0,3.0,1.0,0
56990028,5.0,3.0,1.0,0
58010910,5.0,3.0,1.0,0
