timestamp,rtl_time_s,rtl_limit_fraction
12087000,0.04362947,4.847719e-05
13109000,0.06599824,7.333139e-05
14115000,0.040967636,4.55196e-05
15120000,0.09041252,0.00010045836
16140000,0.15331471,0.00017034968
17145000,0.12724671,0.00014138524
18156000,0.04486821,4.985357e-05
19199000,0.06871494,7.6349934e-05
20236000,0.057406306,6.378479e-05
21249000,0.025665151,2.8516835e-05
22264000,0.05617549,6.241721e-05
23272000,0.0020781695,2.3090772e-06
24295000,0.26867664,0.0002985296
25304000,0.5290954,0.0005878838
26320000,0.6702696,0.00074474403
27340000,0.7319094,0.0008132327
28369000,0.7042863,0.00078254036
29380000,0.7042413,0.00078249036
30384000,0.74253803,0.00082504225
31411000,0.73575366,0.0008175041
32412000,0.7135518,0.00079283543
33429000,0.7151919,0.0007946577
34444000,0.7441654,0.00082685053
35448000,0.72823536,0.00080915046
36465000,0.8152558,0.00090583984
37483000,0.75699514,0.0008411057
38492000,0.73517615,0.0008168624
39515000,0.75529826,0.00083922036
40529000,0.73988295,0.00082209223
41539000,0.715334,0.0007948156
42553000,0.6920235,0.00076891505
43572000,0.74757195,0.00083063554
44579000,0.740928,0.0008232534
45599000,0.7506774,0.00083408604
46605000,0.76412576,0.0008490287
47612000,0.74569255,0.00082854735
48624000,0.40932554,0.00045480617
49644000,0.04727543,5.2528263e-05
50684000,0.03411877,3.790975e-05
51696000,0.061071012,6.785668e-05
52708000,0.05794516,6.4383516e-05
53716000,0.08612157,9.569063e-05
