timestamp,mag_inconsistency_angle
493000,0.0
996000,0.0
1504000,0.0
2000000,0.0
2496000,0.0
3000000,0.0
3497000,0.0
3993000,3.4229954e-06
4493000,1.9686688e-05
5000000,8.567899e-08
5500000,3.5424153e-10
6000000,2.2076783e-12
6500000,1.1206409e-14
7001000,0.000102130936
7501000,8.6586886e-07
8000000,6.6251222e-09
8500000,4.432273e-06
9001000,2.1373763e-08
9500000,1.5536258e-10
10000000,6.76158e-13
10500000,4.0032086e-15
10996000,2.4966498e-06
11497000,1.0322452e-08
12000000,4.9777998e-11
12500000,2.400446e-13
13000000,1.2184924e-15
13496000,5.037883e-18
14000000,1.7858469e-20
14501000,7.3836213e-23
14993000,4.152915e-25
15477000,0.0001056311
16000000,4.0815645e-05
16493000,3.1627787e-05
16988000,1.6899585e-07
17505000,1.1669853e-09
18001000,4.7704107e-05
18500000,2.9729816e-07
18996000,0.00021537955
19496000,8.904906e-07
19996000,0.00011767038
20500000,4.171219e-07
20997000,3.536371e-09
21501000,2.093717e-11
21996000,0.0004300418
22496000,2.9696123e-06
22784000,7.0393835e-05
