timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
54767791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57543588,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57600756,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57650343,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57699827,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57743381,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57792870,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57803675,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57855934,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57907140,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57956491,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58013551,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58063185,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58112865,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58157751,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58207294,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58255337,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58304828,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58309700,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58364915,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58414472,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58460936,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58516499,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58566257,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58620607,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58669703,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58719159,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58762854,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58815672,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58875503,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58920456,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58970102,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59017926,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59067508,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59117068,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59166541,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59223764,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59273227,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59319722,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59321700,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59372409,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59422013,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59474348,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59528418,0,0,0,0,0,0,0,0,1,0,0,0,0,0
