timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
36016000,36016000,0.09760498,1.056091,-2.223852,-0.8348877,0.040211473,0.8881028,2.1814244,0.11354852,0.09572761,0.0892646,0.092584565,0.109182104,0.053748496,0.056142747,0.04611566,0.035008237,0.031506747,0.04058355,0.2082788,0.44901708,0.25238907,0.049731437
37017000,37017000,0.106175914,1.0597405,-2.2274668,-0.83429813,0.043206878,0.8911971,2.1807187,0.009459898,0.0015407801,-0.013687506,-0.02421929,-0.018321067,-0.03356284,-0.011890588,-0.0105999615,-0.020992076,-0.04177066,0.04050737,0.20637664,0.44802183,0.2545408,0.050553393
38017000,38017000,0.11300086,1.0107985,-2.2179365,-0.81986916,0.046773765,0.8815418,2.1650062,0.081683,0.066287555,0.04644852,0.03526289,0.04730075,-0.15069921,-0.124470994,-0.12636435,-0.14200588,-0.16757908,0.037096046,0.20343325,0.45542777,0.25641906,0.047623895
39014000,39014000,0.10278477,1.006876,-2.2145643,-0.82152754,0.042734053,0.8778095,2.1657026,-0.07242371,-0.06892881,-0.06886779,-0.070643604,-0.07404283,0.030391434,0.031941697,0.034436826,0.036075875,0.03496415,0.037270762,0.2056654,0.4563634,0.25389522,0.046805188
40016000,40016000,0.0958372,0.9954958,-2.2100036,-0.8201502,0.04011971,0.8729275,2.16328,0.035794243,0.02393286,0.015380174,0.013157442,0.023332119,-0.10661551,-0.09772552,-0.10221562,-0.11130978,-0.12077305,0.036793776,0.20691879,0.45847818,0.25218529,0.045624033
41009000,41009000,0.09231696,0.99805033,-2.2099338,-0.8218561,0.038614474,0.87258106,2.1647425,0.01157476,0.00493744,0.007048756,0.012635291,0.01952602,0.038352933,0.031587217,0.025776852,0.023578793,0.029248042,0.03711346,0.20780307,0.45813322,0.25132477,0.045625467
42016000,42016000,0.09794961,1.0004483,-2.2122066,-0.8212864,0.040728938,0.87473375,2.1643634,0.014404237,0.008410737,0.01412794,0.022921354,0.02973567,0.066733055,0.054180324,0.04712929,0.04677046,0.057902426,0.0370566,0.20653576,0.45750582,0.25276998,0.046131853
43016000,43016000,0.08545361,0.9888498,-2.206073,-0.82126063,0.03595845,0.86839026,2.163167,0.0760445,0.07207914,0.07491833,0.0798285,0.08425875,-0.03129763,-0.038050782,-0.042283896,-0.042951606,-0.037037335,0.03681729,0.20914148,0.4597766,0.24961303,0.044651546
44008000,44008000,0.07884398,0.98516977,-2.2035518,-0.8220053,0.03333959,0.86561906,2.1633,0.022733748,0.03793305,0.04761742,0.049319252,0.036006033,-0.017707605,-0.026871428,-0.020585699,-0.009463633,0.0008281199,0.036857784,0.21059625,0.4605397,0.2479506,0.04405576
45012000,45008000,0.090284094,0.957919,-2.199864,-0.81194013,0.03814519,0.8618234,2.1521626,0.14749137,0.08772642,0.072271235,0.08810704,0.14424393,0.04579736,0.043435354,0.007821664,-0.026396256,-0.030696604,0.034668844,0.20700632,0.4645748,0.2508654,0.04288464
46007000,46000000,0.05788414,0.5832813,-2.063469,-0.6967747,0.030511918,0.7393833,2.0152595,0.16113457,0.07272822,0.04916927,0.060170557,0.13909663,0.06341792,0.06081269,0.016546095,-0.031291742,-0.05932951,0.014102595,0.19964379,0.53512496,0.23348095,0.0176476
47008000,47008000,0.058510784,0.5579963,-2.0502145,-0.68487495,0.031187657,0.72831374,1.9994639,-0.07355643,-0.056005467,-0.057582468,-0.066623345,-0.08683686,0.033792242,0.047459196,0.059710607,0.067735545,0.062480956,0.0126610305,0.19751777,0.54124016,0.2324963,0.016084753
47676000,47676000,0.055723492,0.5586281,-2.0503476,-0.6865772,0.029737089,0.72756684,2.00045,0.0053204903,0.022911513,0.024995795,0.02007484,0.0025731965,-0.05592342,-0.04989332,-0.039750956,-0.030921936,-0.029547736,0.012795034,0.19840822,0.5410166,0.2317067,0.01607342
