timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
30613949,0.0,0.0,0.0,-1.6908993,0.6160745,-0.06051193,0.08663913,0,0,1,0
35745802,0.0,0.0,0.0,-1.6900713,0.6160941,-0.06079805,0.083036534,0,0,1,0
64708783,0.0,0.0,0.0,0.97713655,0.19925506,-0.07179884,-0.006478926,0,0,1,0
