timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,average_power,available_energy,remaining_capacity,design_capacity,nominal_voltage,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,average_time_to_full,over_discharge_count,connected,source,priority,id,is_powering_off,warning
34824979,11.499665,11.493221,0.5375793,0.5476672,-1.0,5.2644606,0.38519236,1.0962864,nan,3,3.8310738,3.8310738,3.8310738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34834973,11.501607,11.493304,0.55812377,0.54787225,-1.0,5.2660074,0.3852429,1.0962778,nan,3,3.8311014,3.8311014,3.8311014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35024945,11.454063,11.492391,0.54785156,0.546579,-1.0,5.2946754,0.384809,1.0963523,nan,3,3.830797,3.830797,3.830797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35224947,11.481231,11.488806,0.5512756,0.54764843,-1.0,5.325255,0.38288066,1.0966835,nan,3,3.829602,3.829602,3.829602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35424947,11.490933,11.487335,0.5615479,0.548048,-1.0,5.3557525,0.3821163,1.0968149,nan,3,3.8291118,3.8291118,3.8291118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35625022,11.48026,11.485622,0.5555557,0.54809195,-1.0,5.3862104,0.38120696,1.0969712,nan,3,3.8285408,3.8285408,3.8285408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35825130,11.470557,11.483474,0.5469955,0.5485351,-1.0,5.4167566,0.38004872,1.0971702,nan,3,3.8278246,3.8278246,3.8278246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36024943,11.48026,11.482958,0.55469966,0.55053943,-1.0,5.447542,0.37979075,1.0972146,nan,3,3.8276527,3.8276527,3.8276527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36224946,11.464737,11.481424,0.55469966,0.55001056,-1.0,5.477998,0.3789625,1.0973572,nan,3,3.8271415,3.8271415,3.8271415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36424944,11.484142,11.480793,0.55041957,0.54959196,-1.0,5.5084853,0.3786311,1.0974141,nan,3,3.826931,3.826931,3.826931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36624946,11.473469,11.48055,0.55469966,0.5500762,-1.0,5.539095,0.37851188,1.0974346,nan,3,3.82685,3.82685,3.82685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36824946,11.479291,11.480423,0.5401474,0.5505596,-1.0,5.56975,0.37845418,1.0974445,nan,3,3.8268077,3.8268077,3.8268077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37024944,11.457944,11.479575,0.5512756,0.5520697,-1.0,5.6006074,0.37799355,1.0975238,nan,3,3.826525,3.826525,3.826525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37224947,11.494814,11.479226,0.55469966,0.55175686,-1.0,5.631204,0.37780854,1.0975556,nan,3,3.8264086,3.8264086,3.8264086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37424945,11.486082,11.479239,0.5555557,0.55290294,-1.0,5.662043,0.37782332,1.0975531,nan,3,3.8264132,3.8264132,3.8264132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37624946,11.471528,11.479142,0.5487076,0.5516872,-1.0,5.6925592,0.3777747,1.0975615,nan,3,3.8263807,3.8263807,3.8263807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37824946,11.482202,11.478707,0.56240386,0.5523353,-1.0,5.723303,0.37753817,1.0976021,nan,3,3.8262358,3.8262358,3.8262358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
